candidate_id,complete_config_id,family,level,interval_fast_blocks,interval_mid_blocks,interval_slow_blocks,residual_new_weight,threshold_scale,block_size_samples,algorithm,paired_reference_algorithm,trajectory,seed,output_snr_db,a2_output_snr_db,paired_snr_difference_db,frequency_mae_hz,tracker_calls,a2_tracker_calls,tracker_calls_reduction_fraction,state_fast_samples,state_mid_samples,state_slow_samples,state_transitions,host_ns_per_sample,host_tsc_ticks_per_sample,finite
intervals-1-2-6,4b523f7360c450e6,state_intervals,1/2/6,1,2,6,0.15,1.0,50,3,2,F4,106,14.230524418,14.700889168,-0.4703647499999999,0.271720749,95,160,0.40625,3800,1200,3000,13,1599.5375,3685.161,1
intervals-1-2-6,4b523f7360c450e6,state_intervals,1/2/6,1,2,6,0.15,1.0,50,3,2,F4,107,14.279006948,14.742834364,-0.4638274160000009,0.267992832,95,160,0.40625,3950,700,3350,12,1594.15,3672.678125,1
intervals-1-2-6,4b523f7360c450e6,state_intervals,1/2/6,1,2,6,0.15,1.0,50,3,2,F4,108,14.157451421,14.621937906,-0.4644864850000001,0.275185537,95,160,0.40625,3950,900,3150,13,1596.9875,3679.251875,1
intervals-1-2-6,4b523f7360c450e6,state_intervals,1/2/6,1,2,6,0.15,1.0,50,3,2,F4,109,14.249367962,14.608883071,-0.3595151089999984,0.265231707,99,160,0.38125,3950,1250,2800,13,1657.8125,3819.325125,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,100,14.183063351,14.183063827,-4.7600000030456613e-07,0.07927289,39,160,0.75625,1449,350,6201,5,618.325,1424.576375,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,101,14.124023881,14.124023881,0.0,0.079062414,42,160,0.7375,1599,300,6101,5,680.35,1567.470875,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,102,14.11710914,14.11710914,0.0,0.077812529,42,160,0.7375,1599,300,6101,5,691.8875,1594.0765,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,103,14.139194957,14.139194957,0.0,0.078750014,42,160,0.7375,1599,300,6101,5,688.675,1586.626,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,104,14.170967185,14.170967185,0.0,0.080937552,41,160,0.74375,1549,300,6151,5,669.1375,1541.61675,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,105,14.116650424,14.116650424,0.0,0.077812529,42,160,0.7375,1599,300,6101,5,714.875,1647.0345,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,106,14.219201219,14.219201225,-6.000000496442226e-09,0.074896336,40,160,0.75,1499,300,6201,5,661.1375,1523.14975,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,107,14.250070828,14.250070828,0.0,0.075051999,42,160,0.7375,1599,300,6101,5,683.55,1574.8175,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,108,14.172010107,14.172009204,9.030000001075678e-07,0.079273033,40,160,0.75,1499,300,6201,5,679.8375,1566.309,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F1,109,14.178160601,14.178161631,-1.0299999999574538e-06,0.075833821,39,160,0.75625,1449,300,6251,5,635.825,1464.838,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,100,15.147606959,15.7829911,-0.6353841409999994,0.177081656,25,160,0.84375,599,500,6901,4,385.65,888.476,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,101,14.983942587,15.673707929,-0.6897653420000012,0.183899735,29,160,0.81875,699,1000,6301,6,449.225,1034.936125,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,102,15.001974081,15.693642817,-0.6916687360000005,0.182649802,29,160,0.81875,699,1050,6251,6,448.7125,1033.80225,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,103,15.029924645,15.714898221,-0.6849735760000009,0.18077352,30,160,0.8125,699,1150,6151,6,440.9375,1015.91375,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,104,15.007923003,15.760842509,-0.7529195059999996,0.19393897,25,160,0.84375,649,150,7201,2,371.5,855.8945,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,105,14.983275846,15.699915317,-0.7166394710000006,0.182995509,29,160,0.81875,699,1150,6151,8,438.8375,1010.974,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,106,15.209310067,15.839506387,-0.6301963199999996,0.170553731,25,160,0.84375,599,500,6901,4,364.45,839.56,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,107,15.217089629,15.867205328,-0.6501156990000005,0.172792791,28,160,0.825,699,1050,6251,8,451.3375,1039.771625,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,108,15.139752195,15.775287621,-0.6355354260000006,0.179069804,25,160,0.84375,599,450,6951,4,370.5875,853.775625,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F3,109,15.139013596,15.744740631,-0.605727035000001,0.172312712,24,160,0.85,599,450,6951,4,391.075,900.9625,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,100,14.156654379,14.628981172,-0.4723267929999988,0.275383827,92,160,0.425,4000,1500,2500,14,1529.4125,3523.69525,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,101,14.177062853,14.6456862,-0.4686233469999994,0.265343238,84,160,0.475,3450,1750,2800,13,1398.0125,3220.91625,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,102,14.180783104,14.640476007,-0.45969290300000054,0.262778064,86,160,0.4625,3850,850,3300,12,1454.9375,3352.04525,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,103,14.255999672,14.669328105,-0.4133284330000002,0.25992299,88,160,0.45,3800,1350,2850,13,1450.55,3341.97975,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,104,14.193981073,14.721445583,-0.5274645099999997,0.269552616,87,160,0.45625,3850,1300,2850,13,1500.925,3457.9305,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,105,14.195254179,14.645887715,-0.4506335359999998,0.260978418,88,160,0.45,4000,750,3250,12,1516.05,3492.8825,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,106,14.186464536,14.700889168,-0.514424631999999,0.272563704,88,160,0.45,3950,1050,3000,13,1483.3375,3417.4875,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,107,14.251306642,14.742834364,-0.4915277220000007,0.268333811,88,160,0.45,4000,650,3350,12,1480.8,3411.6925,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,108,14.121061602,14.621937906,-0.5008763040000002,0.275295845,90,160,0.4375,4100,900,3000,13,1524.1625,3511.50125,1
intervals-1-3-12,da2acf7eee63d91c,state_intervals,1/3/12,1,3,12,0.15,1.0,50,3,2,F4,109,14.182797758,14.608883071,-0.42608531299999974,0.268924871,91,160,0.43125,4000,1250,2750,13,1557.4375,3588.212375,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,100,14.183063929,14.183063827,1.0199999955773364e-07,0.079278016,36,160,0.775,1449,350,6201,5,546.675,1259.48825,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,101,14.124023881,14.124023881,0.0,0.079062414,38,160,0.7625,1599,300,6101,5,585.6875,1349.359375,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,102,14.11710914,14.11710914,0.0,0.077812529,38,160,0.7625,1599,300,6101,5,581.525,1339.78975,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,103,14.139194957,14.139194957,0.0,0.078750014,38,160,0.7625,1599,300,6101,5,575.275,1325.41975,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,104,14.170967185,14.170967185,0.0,0.080937862,37,160,0.76875,1549,300,6151,5,556.4125,1281.93575,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,105,14.116650424,14.116650424,0.0,0.077812529,38,160,0.7625,1599,300,6101,5,590.8375,1361.25275,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,106,14.219201939,14.219201225,7.139999986804924e-07,0.074897671,36,160,0.775,1499,300,6201,5,554.9125,1278.4445,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,107,14.250070828,14.250070828,0.0,0.075051999,38,160,0.7625,1599,300,6101,5,611.9375,1409.85375,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,108,14.172008776,14.172009204,-4.27999999885742e-07,0.079279089,36,160,0.775,1499,300,6201,5,569.1625,1311.30075,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F1,109,14.178160363,14.178161631,-1.268000000109737e-06,0.075835156,35,160,0.78125,1449,300,6251,5,546.0875,1258.11725,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,100,15.048666521,15.7829911,-0.7343245790000008,0.189328979,24,160,0.85,599,1900,5501,12,351.3,809.298,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,101,14.931210603,15.673707929,-0.7424973260000005,0.184334849,27,160,0.83125,699,1650,5651,8,383.1,882.669,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,102,14.878534509,15.693642817,-0.815108308000001,0.196819662,24,160,0.85,699,1200,6101,8,341.0,785.642,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,103,15.002990866,15.714898221,-0.711907355000001,0.180764913,27,160,0.83125,699,1900,5401,10,414.825,955.71025,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,104,14.924130564,15.760842509,-0.8367119449999993,0.201208615,23,160,0.85625,649,1250,6101,8,356.6625,821.674375,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,105,14.980721951,15.699915317,-0.7191933660000007,0.184470295,26,160,0.8375,699,1800,5501,10,389.35,897.06325,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,106,15.025234342,15.839506387,-0.8142720450000009,0.18763647,23,160,0.85625,599,1600,5801,10,333.475,768.32825,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,107,15.091035849,15.867205328,-0.776169479,0.186711811,25,160,0.84375,699,1450,5851,8,406.825,937.32625,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,108,14.953561342,15.775287621,-0.821726279,0.198166203,23,160,0.85625,599,1750,5651,10,336.1625,774.414625,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F3,109,14.966878553,15.744740631,-0.7778620780000001,0.188352369,24,160,0.85,599,1700,5701,10,346.7375,798.8295,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,100,14.138211646,14.628981172,-0.49076952599999935,0.277929077,91,160,0.43125,4150,1700,2150,16,1502.525,3461.738,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,101,14.222040407,14.6456862,-0.4236457930000004,0.260983371,84,160,0.475,3800,1450,2750,16,1368.275,3152.343875,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,102,14.240911294,14.640476007,-0.3995647130000002,0.262526485,85,160,0.46875,3850,1450,2700,14,1445.025,3329.26375,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,103,14.179749831,14.669328105,-0.4895782739999994,0.267798787,84,160,0.475,3800,1500,2700,14,1403.2875,3233.08775,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,104,14.195915199,14.721445583,-0.5255303839999996,0.271644095,86,160,0.4625,3850,1600,2550,15,1391.2125,3205.283,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,105,14.215330361,14.645887715,-0.43055735400000117,0.260563246,85,160,0.46875,3950,850,3200,13,1396.3375,3217.0745,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,106,14.109213101,14.700889168,-0.5916760669999999,0.281078546,85,160,0.46875,3800,1850,2350,16,1429.05,3292.350875,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,107,14.325139427,14.742834364,-0.41769493700000027,0.264812017,84,160,0.475,3900,1050,3050,13,1392.9875,3209.3175,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,108,14.08370055,14.621937906,-0.5382373559999998,0.279122716,84,160,0.475,3800,1500,2700,16,1355.025,3121.87325,1
intervals-1-4-16,b5e67ba091c9f2dc,state_intervals,1/4/16,1,4,16,0.15,1.0,50,3,2,F4,109,14.257186097,14.608883071,-0.35169697399999933,0.263067571,86,160,0.4625,3950,1400,2650,14,1393.825,3211.3445,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,100,14.175588562,14.183063827,-0.007475265000000064,0.082046294,43,160,0.73125,1449,950,5601,6,703.275,1620.20725,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,101,14.124024984,14.124023881,1.1030000006684304e-06,0.079062653,49,160,0.69375,1849,800,5351,6,805.1,1854.873375,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,102,14.11710914,14.11710914,0.0,0.077812576,51,160,0.68125,1949,800,5251,6,830.425,1913.1775,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,103,14.139194216,14.139194957,-7.410000009144824e-07,0.078750253,51,160,0.68125,1899,850,5251,6,814.3875,1876.2765,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,104,14.170966682,14.170967185,-5.030000007621993e-07,0.080938911,49,160,0.69375,1799,850,5351,6,787.8125,1815.091,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,105,14.116651156,14.116650424,7.32000000169819e-07,0.077812767,50,160,0.6875,1849,850,5301,6,816.4375,1880.95675,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,106,14.218624745,14.219201225,-0.0005764800000012116,0.076088619,43,160,0.73125,1549,800,5651,6,690.6125,1591.019625,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,107,14.250070803,14.250070828,-2.5000000292152436e-08,0.075052047,51,160,0.68125,1899,900,5201,6,816.025,1879.977,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,108,14.166138172,14.172009204,-0.005871031999999943,0.082303739,42,160,0.7375,1449,900,5651,6,654.425,1507.72975,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F1,109,14.177107925,14.178161631,-0.0010537060000004317,0.077238917,43,160,0.73125,1549,850,5601,6,685.8375,1580.105,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,100,14.907773481,15.7829911,-0.8752176190000007,0.207775711,19,160,0.88125,249,450,7301,2,269.675,621.3205,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,101,15.040013132,15.673707929,-0.6336947970000004,0.179843997,24,160,0.85,599,350,7051,2,344.8,794.3915,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,102,14.95622027,15.693642817,-0.7374225470000013,0.190833472,25,160,0.84375,649,350,7001,2,366.0625,843.414,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,103,15.046669015,15.714898221,-0.6682292059999995,0.183262943,24,160,0.85,599,350,7051,2,348.2625,802.3305,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,104,14.898080424,15.760842509,-0.862762085,0.206355309,24,160,0.85,549,350,7101,2,346.45,798.213,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,105,15.064881762,15.699915317,-0.6350335549999997,0.178594064,24,160,0.85,599,350,7051,2,347.3875,800.337375,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,106,15.171953045,15.839506387,-0.6675533419999997,0.177026319,19,160,0.88125,299,350,7351,2,311.575,717.69825,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,107,15.10678545,15.867205328,-0.7604198780000004,0.187760448,25,160,0.84375,649,350,7001,2,421.3875,970.82175,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,108,14.91080528,15.775287621,-0.8644823410000004,0.207251286,18,160,0.8875,249,400,7351,2,266.5625,612.97975,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F3,109,15.083603771,15.744740631,-0.6611368600000009,0.181594419,19,160,0.88125,299,400,7301,2,362.0875,833.972375,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,100,13.826858105,14.628981172,-0.8021230670000001,0.302970313,87,160,0.45625,2649,5351,0,7,1481.2625,3412.584375,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,101,13.928994312,14.6456862,-0.7166918879999997,0.286206491,87,160,0.45625,2849,4701,450,9,1490.0,3432.866875,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,102,13.934303781,14.640476007,-0.7061722259999996,0.287830912,86,160,0.4625,2699,5001,300,9,1497.6625,3450.41475,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,103,13.856894779,14.669328105,-0.8124333260000007,0.296476227,75,160,0.53125,1949,5601,450,7,1277.075,2942.312875,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,104,13.941530255,14.721445583,-0.7799153279999995,0.293719199,84,160,0.475,2699,4801,500,9,1398.1375,3221.2345,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,105,13.940308072,14.645887715,-0.7055796430000001,0.288160361,84,160,0.475,2599,5101,300,9,1430.1625,3295.01575,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,106,13.909155369,14.700889168,-0.7917337989999993,0.296144949,94,160,0.4125,3299,4401,300,11,1591.1,3665.76025,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,107,13.992498778,14.742834364,-0.7503355860000003,0.296647806,78,160,0.5125,1949,6051,0,5,1306.2125,3009.48775,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,108,13.783414287,14.621937906,-0.838523619,0.308342547,76,160,0.525,1849,6151,0,5,1268.675,2922.98325,1
residual-new-0p05,d8c01d9e37dbf62b,residual_new_weight,0.05,1,3,12,0.05,1.0,50,3,2,F4,109,13.872229445,14.608883071,-0.736653625999999,0.296038033,88,160,0.45,2799,5201,0,7,1462.4,3369.2935,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,100,14.183063351,14.183063827,-4.7600000030456613e-07,0.07927289,39,160,0.75625,1449,350,6201,5,612.5375,1411.2175,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,101,14.124023881,14.124023881,0.0,0.079062414,42,160,0.7375,1599,300,6101,5,672.5375,1549.4625,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,102,14.11710914,14.11710914,0.0,0.077812529,42,160,0.7375,1599,300,6101,5,679.55,1565.55325,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,103,14.139194957,14.139194957,0.0,0.078750014,42,160,0.7375,1599,300,6101,5,657.5625,1514.9555,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,104,14.170967185,14.170967185,0.0,0.080937552,41,160,0.74375,1549,300,6151,5,641.6625,1478.26325,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,105,14.116650424,14.116650424,0.0,0.077812529,42,160,0.7375,1599,300,6101,5,672.5625,1549.5065,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,106,14.219201219,14.219201225,-6.000000496442226e-09,0.074896336,40,160,0.75,1499,300,6201,5,642.4875,1480.207375,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,107,14.250070828,14.250070828,0.0,0.075051999,42,160,0.7375,1599,300,6101,5,678.575,1563.344,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,108,14.172010107,14.172009204,9.030000001075678e-07,0.079273033,40,160,0.75,1499,300,6201,5,646.9375,1490.39375,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F1,109,14.178160601,14.178161631,-1.0299999999574538e-06,0.075833821,39,160,0.75625,1449,300,6251,5,611.4625,1408.735375,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,100,15.147606959,15.7829911,-0.6353841409999994,0.177081656,25,160,0.84375,599,500,6901,4,369.15,850.45675,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,101,14.983942587,15.673707929,-0.6897653420000012,0.183899735,29,160,0.81875,699,1000,6301,6,455.5,1049.327875,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,102,15.001974081,15.693642817,-0.6916687360000005,0.182649802,29,160,0.81875,699,1050,6251,6,439.7625,1013.20425,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,103,15.029924645,15.714898221,-0.6849735760000009,0.18077352,30,160,0.8125,699,1150,6151,6,470.0875,1083.018,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,104,15.007923003,15.760842509,-0.7529195059999996,0.19393897,25,160,0.84375,649,150,7201,2,361.25,832.31525,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,105,14.983275846,15.699915317,-0.7166394710000006,0.182995509,29,160,0.81875,699,1150,6151,8,485.8625,1119.362,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,106,15.209310067,15.839506387,-0.6301963199999996,0.170553731,25,160,0.84375,599,500,6901,4,393.375,906.212625,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,107,15.217089629,15.867205328,-0.6501156990000005,0.172792791,28,160,0.825,699,1050,6251,8,426.6,982.806625,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,108,15.139752195,15.775287621,-0.6355354260000006,0.179069804,25,160,0.84375,599,450,6951,4,379.325,873.90725,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F3,109,15.139013596,15.744740631,-0.605727035000001,0.172312712,24,160,0.85,599,450,6951,4,389.1625,896.596125,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F4,100,14.156654379,14.628981172,-0.4723267929999988,0.275383827,92,160,0.425,4000,1500,2500,14,1591.05,3665.671,1
residual-new-0p15,da2acf7eee63d91c,residual_new_weight,0.15,1,3,12,0.15,1.0,50,3,2,F4,101,14.177062853,14.6456862,-0.4686233469999994,0.265343238,84,160,0.475,3450,1750,2800,13,1362.225,3138.45,1
