BOOT,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14
CONFIG,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14,run_id=1,scenario_id=505,algorithm=2,trajectory=2,noise=1,near_line=0,seed=20260727,fs_hz=1000,sample_count=8000,block_size=50,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,state,cycles,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,505,2,20260727,50,283169,74297,155785,47000,50000,50000,1,0,4151,2063,2110,26595,1657941,1021264,301831,0
1,505,2,20260727,100,-192409,-71268,-23415,47000,50000,48125,2,0,7483815,151669,2091,150886,88319,957031,185334,0
1,505,2,20260727,150,-23607,9483,-47732,47000,48125,47281,3,0,10995344,221898,2080,124829,1062586,1051298,87999,0
1,505,2,20260727,200,233548,60119,77254,47000,47281,47107,4,0,14714266,296289,2081,88600,2030073,1012148,39591,0
1,505,2,20260727,250,-257767,-80157,-82676,47000,47107,47026,5,0,18417087,370340,2101,62867,457865,947276,15756,0
1,505,2,20260727,300,56316,34111,12952,47000,47026,47006,6,0,22084137,443680,2087,44371,462054,989586,13073,0
1,505,2,20260727,350,211232,40056,87679,47000,47006,47001,7,0,25946104,520918,2086,31181,2031670,1103500,26249,0
1,505,2,20260727,400,-272492,-81200,-79656,47000,47001,47000,8,0,29965973,601318,2075,21931,1057403,1015029,12520,0
1,505,2,20260727,450,134933,55400,32399,47000,47000,47000,9,0,30025766,602503,2077,15821,89916,993655,9453,0
1,505,2,20260727,500,104439,16073,38407,47000,47000,47000,10,0,29648769,594965,2088,11105,1662118,1025453,21176,0
1,505,2,20260727,550,-282910,-74295,-105963,47000,47000,47000,11,0,29584701,593691,2100,7832,1658148,981445,23756,0
1,505,2,20260727,600,219847,71265,74328,47000,47000,47000,12,0,29771192,597415,2071,6235,88314,959303,13550,0
1,505,2,20260727,650,21293,-9482,4272,47000,47000,47000,13,0,29812380,598244,2089,4629,1062577,1078617,15930,0
1,505,2,20260727,700,-221489,-60117,-58368,47000,47000,47000,14,0,29605894,594107,2081,3389,2030062,1062268,21431,0
1,505,2,20260727,750,282517,80154,105401,47000,47000,47000,15,0,29808957,598176,2092,2553,457859,977913,19200,0
1,505,2,20260727,800,-62257,-34110,-16895,47000,47000,47000,16,0,29919622,600382,2084,2019,462047,999670,13308,0
1,505,2,20260727,850,-160773,-40055,-39118,47000,47000,47000,17,0,29654771,595085,2102,1449,2031656,1048966,18706,0
1,505,2,20260727,900,291573,81197,108042,47000,47000,47000,18,0,29753418,597059,2082,1143,1057394,942880,16340,0
1,505,2,20260727,950,-135211,-55397,-40836,47000,47000,47000,19,0,29470516,591401,2078,3927,89910,1014975,15783,0
