BOOT,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14
CONFIG,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14,run_id=1,scenario_id=506,algorithm=3,trajectory=2,noise=1,near_line=0,seed=20260727,fs_hz=1000,sample_count=8000,block_size=50,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,state,cycles,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,506,3,20260727,50,283169,74297,155785,47000,50000,50000,1,0,4213,2064,2110,26595,1657941,1021264,301831,0
1,506,3,20260727,100,-192409,-71268,-23415,47000,50000,48125,2,0,7483870,151670,2091,150886,88319,957031,185334,0
1,506,3,20260727,150,-23607,9483,-47732,47000,48125,47281,3,0,10995399,221899,2080,124829,1062586,1051298,87999,0
1,506,3,20260727,200,233548,60119,77254,47000,47281,47107,4,0,14714321,296290,2081,88600,2030073,1012148,39591,0
1,506,3,20260727,250,-257767,-80157,-82676,47000,47107,47026,5,0,18417142,370341,2101,62867,457865,947276,15756,0
1,506,3,20260727,300,56316,34111,12952,47000,47026,47006,6,0,22084192,443681,2087,44371,462054,989586,13073,0
1,506,3,20260727,350,211232,40056,87679,47000,47006,47001,7,0,25946166,520919,2086,31181,2031670,1103500,26249,0
1,506,3,20260727,400,-272492,-81200,-79656,47000,47001,47000,8,0,29966035,601319,2075,21931,1057403,1015029,12520,0
1,506,3,20260727,450,134933,55400,32399,47000,47000,47000,8,1,2820,2044,2077,15821,89916,993655,9453,0
1,506,3,20260727,500,104439,16073,38414,47000,47000,47000,8,1,2913,2057,2090,11105,1662118,1025453,21175,0
1,506,3,20260727,550,-282910,-74295,-105965,47000,47000,47000,9,1,29584752,593685,2096,7832,1658148,981445,23755,0
1,506,3,20260727,600,219847,71265,74325,47000,47000,47000,9,2,2880,2051,2090,6237,88314,959303,13552,0
1,506,3,20260727,650,21293,-9482,4275,47000,47000,47000,9,2,2805,2053,2094,4631,1062577,1078617,15930,0
1,506,3,20260727,700,-221489,-60117,-58370,47000,47000,47000,9,2,2872,2049,2074,3390,2030062,1062268,21430,0
1,506,3,20260727,750,282517,80154,105399,47000,47000,47000,9,2,2848,2043,2087,2554,457859,977913,19200,0
1,506,3,20260727,800,-62257,-34110,-16892,47000,47000,47000,9,2,2808,2054,2083,2020,462047,999670,13309,0
1,506,3,20260727,850,-160773,-40055,-39121,47000,47000,47000,9,2,2868,2062,2094,1449,2031656,1048966,18706,0
1,506,3,20260727,900,291573,81197,108042,47000,47000,47000,9,2,2853,2051,2085,1143,1057394,942880,16340,0
1,506,3,20260727,950,-135211,-55397,-40833,47000,47000,47000,9,2,2909,2046,2079,3930,89910,1014975,15784,0
1,506,3,20260727,1000,-123322,-16073,-54649,47000,47000,47000,9,2,2827,2049,2086,2906,1662106,1053871,16572,0
1,506,3,20260727,1050,275982,74292,95529,47000,47000,47000,9,2,2825,2056,2097,2093,1657917,958019,17579,0
1,506,3,20260727,1100,-213818,-71262,-70288,47000,47000,47000,9,2,2831,2053,2081,1541,88309,967616,15183,0
1,506,3,20260727,1150,-30113,9481,-11213,47000,47000,47000,10,2,29648892,594973,2104,1304,1062565,1048856,12034,0
1,506,3,20260727,1200,255287,60115,90396,47000,47000,47000,10,2,2853,2054,2083,1124,2030045,1102249,19484,0
1,506,3,20260727,1250,-266737,-80151,-88406,47000,47000,47000,10,2,2861,2046,2074,1095,457852,980352,18656,0
1,506,3,20260727,1300,82991,34108,34944,47000,47000,47000,10,2,2837,2050,2080,777,462038,1008514,19660,0
1,506,3,20260727,1350,179549,40054,59662,47000,47000,47000,10,2,2834,2052,2091,567,2031640,1062441,23041,0
1,506,3,20260727,1400,-274393,-81194,-85170,47000,47000,47000,10,2,2880,2051,2080,467,1057385,966590,13013,0
