BOOT,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14
CONFIG,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=14,run_id=1,scenario_id=502,algorithm=1,trajectory=1,noise=1,near_line=0,seed=20260727,fs_hz=1000,sample_count=8000,block_size=50,pli_amplitude_u6=500000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,state,cycles,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,502,1,20260727,50,442794,74297,195002,49000,50000,50000,0,3,2710,2038,2093,107338,1657941,6367463,1657291,0
1,502,1,20260727,100,-498364,-71268,-102286,49000,50000,50000,0,3,2800,2051,2105,213595,88319,6263119,156056,0
1,502,1,20260727,150,501708,9483,18180,49000,50000,50000,0,3,2800,2056,2098,191204,1062586,6219255,175516,0
1,502,1,20260727,200,-437321,60119,67527,49000,50000,50000,0,3,2806,2056,2095,154963,2030073,6039386,169661,0
1,502,1,20260727,250,363699,-80157,-108416,49000,50000,50000,0,3,2799,2061,2089,179072,457865,6139171,170490,0
1,502,1,20260727,300,-325320,34111,63788,49000,50000,50000,0,3,2781,2051,2090,184621,462054,6238761,173687,0
1,502,1,20260727,350,292625,40056,19398,49000,50000,50000,0,3,2750,2054,2103,145193,2031670,6221150,178703,0
1,502,1,20260727,400,-148160,-81200,-1381,49000,50000,50000,0,3,2807,2054,2081,131507,1057403,6266836,178411,0
1,502,1,20260727,450,-39412,55400,-47397,49000,50000,50000,0,3,2805,2051,2078,219632,89916,6325778,175145,0
1,502,1,20260727,500,245464,16073,112635,49000,50000,50000,0,3,2774,2047,2073,175191,1662118,6222183,175866,0
1,502,1,20260727,550,-442424,-74295,-171208,49000,50000,50000,0,3,2808,2059,2095,146183,1658148,6299425,183994,0
1,502,1,20260727,600,525623,71265,123557,49000,50000,50000,0,3,2811,2048,2089,260059,88314,6228030,208628,0
1,502,1,20260727,650,-503745,-9482,-23973,49000,50000,50000,0,3,2771,2053,2094,228722,1062577,6073334,209189,0
1,502,1,20260727,700,449040,-60117,-55530,49000,50000,50000,0,3,2762,2047,2085,186254,2030062,6168444,205294,0
1,502,1,20260727,750,-338634,80154,133128,49000,50000,50000,0,3,2783,2051,2077,199322,457859,6159781,192111,0
1,502,1,20260727,800,319178,-34110,-65802,49000,50000,50000,0,3,2735,2042,2100,193684,462047,6189827,161476,0
1,502,1,20260727,850,-242109,-40055,26938,49000,50000,50000,0,3,2783,2053,2088,151635,2031656,6221121,173845,0
1,502,1,20260727,900,167291,81197,32377,49000,50000,50000,0,3,2854,2049,2086,134609,1057394,6282403,169684,0
1,502,1,20260727,950,39043,-55397,37674,49000,50000,50000,0,3,2789,2048,2086,212269,89910,6550820,169852,0
1,502,1,20260727,1000,-264254,-16073,-127315,49000,50000,50000,0,3,2815,2047,2084,167917,1662106,6337687,151973,0
1,502,1,20260727,1050,435386,74292,156201,49000,50000,50000,0,3,2789,2046,2083,140549,1657917,6170791,173723,0
1,502,1,20260727,1100,-519414,-71262,-116089,49000,50000,50000,0,3,2771,2044,2072,234433,88309,6315401,164707,0
1,502,1,20260727,1150,494647,9481,13502,49000,50000,50000,0,3,2777,2043,2079,205520,1062565,6099225,173006,0
1,502,1,20260727,1200,-414902,60115,91355,49000,50000,50000,0,3,2814,2042,2067,169572,2030045,6081733,188760,0
1,502,1,20260727,1250,354100,-80151,-113984,49000,50000,50000,0,3,2799,2045,2086,177333,457852,6037721,157448,0
1,502,1,20260727,1300,-298243,34108,83801,49000,50000,50000,0,3,2773,2050,2100,179723,462038,6130679,175517,0
1,502,1,20260727,1350,260829,40054,-6125,49000,50000,50000,0,3,2785,2057,2104,140356,2031640,6202398,167136,0
1,502,1,20260727,1400,-150162,-81194,-11625,49000,50000,50000,0,3,2789,2047,2074,124954,1057385,6187019,160913,0
1,502,1,20260727,1450,-13468,55395,-15204,49000,50000,50000,0,3,2730,2044,2070,201989,89904,6382048,158120,0
1,502,1,20260727,1500,249429,16072,111655,49000,50000,50000,0,3,2775,2044,2092,161545,1662092,6301528,165012,0
1,502,1,20260727,1550,-435578,-74289,-157714,49000,50000,50000,0,3,2777,2048,2088,134765,1657905,6298575,162033,0
1,502,1,20260727,1600,501203,71259,107205,49000,50000,50000,0,3,2789,2043,2076,232157,88304,6073130,171734,0
1,502,1,20260727,1650,-476521,-9481,9935,49000,50000,50000,0,3,2757,2050,2099,205243,1062555,6210203,194115,0
1,502,1,20260727,1700,435738,-60113,-71497,49000,50000,50000,0,3,2801,2043,2077,165019,2030032,6068236,156488,0
1,502,1,20260727,1750,-383116,80148,88663,49000,50000,50000,0,3,2817,2050,2081,186463,457846,6195021,174282,0
1,502,1,20260727,1800,308519,-34106,-81809,49000,50000,50000,0,3,2772,2049,2093,188635,462032,6254185,152037,0
1,502,1,20260727,1850,-258985,-40053,14210,49000,50000,50000,0,3,2767,2043,2066,147320,2031627,6190930,167585,0
1,502,1,20260727,1900,132248,81191,-2521,49000,50000,50000,0,3,2800,2046,2091,132962,1057376,6126306,181292,0
1,502,1,20260727,1950,38117,-55392,48565,49000,50000,50000,0,3,2826,2049,2084,197694,89899,8812725,142383,0
1,502,1,20260727,2000,-231160,-16072,-89024,49000,50000,50000,0,3,2774,2047,2091,160228,1662081,6354959,173109,0
1,502,1,20260727,2050,451461,74286,164697,49000,50000,50000,0,3,2798,2044,2066,136833,1657894,6409852,178118,0
1,502,1,20260727,2100,-520733,-71256,-115412,49000,50000,50000,0,3,2819,2046,2104,245104,88299,6227335,162778,0
1,502,1,20260727,2150,503919,9480,23014,49000,50000,50000,0,3,2795,2042,2094,212068,1062546,6121538,177637,0
1,502,1,20260727,2200,-435388,60111,73474,49000,50000,50000,0,3,2776,2048,2092,170589,2030021,6108336,165357,0
1,502,1,20260727,2250,353886,-80145,-116938,49000,50000,50000,0,3,2803,2053,2070,182652,457840,6067316,173949,0
1,502,1,20260727,2300,-314829,34104,68525,49000,50000,50000,0,3,2786,2043,2087,184555,462025,6155413,166029,0
1,502,1,20260727,2350,234162,40051,-35431,49000,50000,50000,0,3,2799,2045,2066,143454,2031615,6091007,158849,0
1,502,1,20260727,2400,-156693,-81188,-18938,49000,50000,50000,0,3,2796,2048,2087,129194,1057368,6466333,179189,0
1,502,1,20260727,2450,-29842,55390,-32871,49000,50000,50000,0,3,2791,2048,2085,205426,89894,6303897,157854,0
1,502,1,20260727,2500,238353,16072,94243,49000,50000,50000,0,3,2763,2051,2082,165314,1662069,6364541,167959,0
1,502,1,20260727,2550,-449546,-74284,-171490,49000,50000,50000,0,3,2751,2044,2095,137177,1657882,6206408,171567,0
1,502,1,20260727,2600,503911,71253,103364,49000,50000,50000,0,3,2810,2047,2092,239181,88294,6156000,159355,0
1,502,1,20260727,2650,-499708,-9479,-12224,49000,50000,50000,0,3,2781,2047,2094,210086,1062537,6219122,193996,0
1,502,1,20260727,2700,436079,-60109,-71109,49000,50000,50000,0,3,2826,2039,2081,168399,2030006,6078785,159663,0
1,502,1,20260727,2750,-362057,80141,112049,49000,50000,50000,0,3,2781,2048,2089,183567,457833,6221636,171289,0
1,502,1,20260727,2800,330751,-34103,-53484,49000,50000,50000,0,3,2778,2043,2093,182160,462018,6061343,150453,0
1,502,1,20260727,2850,-278727,-40050,-2622,49000,50000,50000,0,3,2768,2049,2082,142294,2031601,6226991,161298,0
1,502,1,20260727,2900,163443,81185,22335,49000,50000,50000,0,3,2770,2051,2121,128743,1057359,6347719,186221,0
1,502,1,20260727,2950,40123,-55387,45338,49000,50000,50000,0,3,2772,2045,2069,210385,89889,6380465,163033,0
1,502,1,20260727,3000,-250814,-16072,-109084,49000,50000,50000,0,3,2728,2045,2082,168379,1662055,6397707,168391,0
1,502,1,20260727,3050,421828,74281,138786,49000,50000,50000,0,3,2795,2043,2075,140632,1657868,6326261,168129,0
1,502,1,20260727,3100,-501000,-71250,-101488,49000,50000,50000,0,3,2801,2049,2098,238660,88289,6147075,157519,0
1,502,1,20260727,3150,503224,9478,19191,49000,50000,50000,0,3,2768,2044,2091,208671,1062526,6160018,180691,0
1,502,1,20260727,3200,-425492,60107,86686,49000,50000,50000,0,3,2777,2042,2088,167352,2029991,6198784,175115,0
1,502,1,20260727,3250,374005,-80138,-95794,49000,50000,50000,0,3,2799,2038,2092,188259,457826,6100290,171151,0
1,502,1,20260727,3300,-321760,34101,57767,49000,50000,50000,0,3,2777,2049,2082,185252,462010,6066488,169444,0
1,502,1,20260727,3350,272490,40049,3354,49000,50000,50000,0,3,2746,2047,2082,144175,2031585,6236685,177047,0
1,502,1,20260727,3400,-176817,-81182,-42142,49000,50000,50000,0,3,2788,2050,2079,130149,1057348,6404506,183383,0
