algorithm_id,algorithm,n,output_snr_db_mean,output_snr_db_sd,output_snr_db_median,output_snr_db_q1,output_snr_db_q3,snr_improvement_db_mean,snr_improvement_db_sd,snr_improvement_db_median,snr_improvement_db_q1,snr_improvement_db_q3,rmse_mean,rmse_sd,rmse_median,rmse_q1,rmse_q3,frequency_mae_hz_mean,frequency_mae_hz_sd,frequency_mae_hz_median,frequency_mae_hz_q1,frequency_mae_hz_q3,frequency_p95_abs_error_hz_mean,frequency_p95_abs_error_hz_sd,frequency_p95_abs_error_hz_median,frequency_p95_abs_error_hz_q1,frequency_p95_abs_error_hz_q3,tracker_calls_mean,tracker_calls_sd,tracker_calls_median,tracker_calls_q1,tracker_calls_q3,state_fast_fraction_mean,state_fast_fraction_sd,state_fast_fraction_median,state_fast_fraction_q1,state_fast_fraction_q3,state_mid_fraction_mean,state_mid_fraction_sd,state_mid_fraction_median,state_mid_fraction_q1,state_mid_fraction_q3,state_slow_fraction_mean,state_slow_fraction_sd,state_slow_fraction_median,state_slow_fraction_q1,state_slow_fraction_q3,state_transitions_mean,state_transitions_sd,state_transitions_median,state_transitions_q1,state_transitions_q3
0,A0_fixed_notch,1620,-0.7122808527658133,7.881243697911466,-0.24624654896199344,-7.344169011530168,4.690326052162918,6.37973092464983,5.833862363811083,4.271806667154191,2.361753389018119,9.611502103212297,0.2264866768046092,0.18160470308503338,0.14978374190832022,0.08484686633654588,0.3391255620646523,0.9163890494505564,0.985364603315337,0.6308408288955689,0.21734043359756466,1.0,1.0778739802042636,0.9370194803249133,0.9984588623046875,0.4999923706054687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A1_fixed_reference_nlms,1620,8.85601839694068,6.621393263874643,8.982444298052567,4.8632323190038,14.11195112337686,15.948030174356324,5.7390101655138235,16.894086436214188,9.77572736958981,18.559790745029485,0.07145610751263992,0.06654586806383293,0.0517643161584024,0.028678373811664652,0.0831745503547395,0.9163890494505564,0.985364603315337,0.6308408288955689,0.21734043359756466,1.0,1.0778739802042636,0.9370194803249133,0.9984588623046875,0.4999923706054687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,A2_every_block_tracking,1620,12.809531741610186,4.894156966632651,12.262104479893598,9.256452107317594,17.115903826894858,19.90154351902583,5.020832387562537,21.053936620093598,16.993850672903797,23.773625148099498,0.038682109536155036,0.02070261390816901,0.03548552630848325,0.020293496690802902,0.050156759551864875,0.11476439773712625,0.08660451615728401,0.07781254053115845,0.05648403167724603,0.2274999618530273,0.3269305036096043,0.3162617385149565,0.19945840835556772,0.0999263763427734,0.40193314552307113,160.0,0.0,160.0,160.0,160.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,A3_residual_driven_multirate,1620,12.668828105481834,4.782052535626254,12.06872397094663,9.198790000201154,16.803179095645795,19.76083988289748,4.97224641409292,20.817955590065893,16.853234582471877,23.673091109795454,0.03907318370212116,0.020547872326166155,0.036286002613051205,0.021037451184109553,0.0504908387932989,0.14580899689226973,0.10626145143739711,0.10711200237274165,0.07552723884582517,0.2278124630451202,0.40179591437903145,0.31423525938045405,0.3072853088378906,0.1877243995666457,0.6251367568969707,37.82098765432099,28.323378427484272,30.0,21.0,39.0,0.15698348765432096,0.1837884887957689,0.099875,0.049875,0.174875,0.08320416666666666,0.09954815576865032,0.0375,0.01875,0.1125,0.7598123456790121,0.23277858746560173,0.818875,0.768875,0.925125,7.104320987654321,6.005421153615748,5.0,2.0,10.0
