BOOT,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=15
CONFIG,protocol=cssp-rdmr-pli-v0.3.0,implementation=0.3.2,schema=rdmr-block-csv-v2,firmware_revision=15,run_id=1,scenario_id=502,algorithm=1,trajectory=1,noise=1,near_line=0,seed=20260727,fs_hz=1000,sample_count=8000,block_size=50,pli_amplitude_u6=500000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,state,cycles,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,502,1,20260727,50,442794,74297,194997,49000,50000,50000,0,3,2588,1176,1158,109968,1657941,6367463,1657239,0
1,502,1,20260727,100,-498364,-71268,-102186,49000,50000,50000,0,3,1548,1135,1150,263882,88319,6263119,155789,0
1,502,1,20260727,150,501708,9483,17934,49000,50000,50000,0,3,1539,1139,1159,228923,1062586,6219255,174635,0
1,502,1,20260727,200,-437321,60119,67953,49000,50000,50000,0,3,1558,1139,1156,181842,2030073,6039386,167741,0
1,502,1,20260727,250,363699,-80157,-108434,49000,50000,50000,0,3,1558,1143,1159,206102,457865,6139171,166633,0
1,502,1,20260727,300,-325320,34111,62778,49000,50000,50000,0,3,1540,1139,1161,209235,462054,6238761,168046,0
1,502,1,20260727,350,292625,40056,21679,49000,50000,50000,0,3,1537,1141,1159,162031,2031670,6221150,171233,0
1,502,1,20260727,400,-148160,-81200,-4739,49000,50000,50000,0,3,1560,1140,1157,142988,1057403,6266836,166982,0
1,502,1,20260727,450,-39412,55400,-44445,49000,50000,50000,0,3,1547,1135,1156,263650,89916,6325778,162029,0
1,502,1,20260727,500,245464,16073,109986,49000,50000,50000,0,3,1536,1135,1154,204851,1662118,6222183,161826,0
1,502,1,20260727,550,-442424,-74295,-168628,49000,50000,50000,0,3,1572,1139,1155,165166,1657929,6299425,166170,0
1,502,1,20260727,600,525623,71265,120016,49000,50000,50000,0,3,1536,1133,1153,305466,88314,6228030,185093,0
1,502,1,20260727,650,-503745,-9482,-19496,49000,50000,50000,0,3,1536,1137,1155,258183,1062577,6073334,184378,0
1,502,1,20260727,700,449040,-60117,-59529,49000,50000,50000,0,3,1546,1136,1160,203793,2030062,6168444,175384,0
1,502,1,20260727,750,-338634,80154,132983,49000,50000,50000,0,3,1545,1140,1163,211374,457859,6159781,166667,0
1,502,1,20260727,800,319178,-34110,-65749,49000,50000,50000,0,3,1521,1137,1158,207976,462047,6189827,158404,0
1,502,1,20260727,850,-242109,-40055,26927,49000,50000,50000,0,3,1533,1136,1154,162190,2031656,6221121,173479,0
1,502,1,20260727,900,167291,81197,32379,49000,50000,50000,0,3,1572,1141,1160,143964,1057394,6282403,169645,0
1,502,1,20260727,950,39043,-55397,37674,49000,50000,50000,0,3,1552,1138,1154,257909,89910,6550820,169848,0
1,502,1,20260727,1000,-264254,-16073,-127315,49000,50000,50000,0,3,1524,1137,1159,200737,1662106,6337687,151973,0
1,502,1,20260727,1050,435386,74292,156201,49000,50000,50000,0,3,1541,1137,1156,164519,1657917,6170791,173723,0
1,502,1,20260727,1100,-519414,-71262,-116089,49000,50000,50000,0,3,1528,1136,1155,292608,88309,6315401,164707,0
1,502,1,20260727,1150,494647,9481,13502,49000,50000,50000,0,3,1537,1138,1157,248945,1062565,6099225,173006,0
1,502,1,20260727,1200,-414902,60115,91355,49000,50000,50000,0,3,1561,1137,1153,200939,2030045,6081733,188760,0
1,502,1,20260727,1250,354100,-80151,-113984,49000,50000,50000,0,3,1546,1137,1157,206567,457852,6037721,157448,0
1,502,1,20260727,1300,-298243,34108,83801,49000,50000,50000,0,3,1531,1138,1158,207052,462038,6130679,175517,0
1,502,1,20260727,1350,260829,40054,-6125,49000,50000,50000,0,3,1543,1142,1163,160009,2031640,6202398,167136,0
1,502,1,20260727,1400,-150162,-81194,-11625,49000,50000,50000,0,3,1557,1137,1153,140500,1057385,6187019,160913,0
1,502,1,20260727,1450,-13468,55395,-15204,49000,50000,50000,0,3,1511,1135,1149,252335,89904,6382048,158120,0
1,502,1,20260727,1500,249429,16072,111655,49000,50000,50000,0,3,1538,1138,1159,197684,1662092,6301528,165012,0
1,502,1,20260727,1550,-435578,-74289,-157714,49000,50000,50000,0,3,1530,1139,1155,161002,1657905,6298575,162033,0
1,502,1,20260727,1600,501203,71259,107205,49000,50000,50000,0,3,1537,1136,1155,291613,88304,6073130,171734,0
1,502,1,20260727,1650,-476521,-9481,9935,49000,50000,50000,0,3,1533,1139,1160,249541,1062555,6210203,194115,0
1,502,1,20260727,1700,435738,-60113,-71497,49000,50000,50000,0,3,1554,1135,1150,196811,2030032,6068236,156488,0
1,502,1,20260727,1750,-383116,80148,88663,49000,50000,50000,0,3,1552,1139,1156,218035,457846,6195021,174282,0
1,502,1,20260727,1800,308519,-34106,-81809,49000,50000,50000,0,3,1549,1138,1159,219187,462032,6254185,152037,0
1,502,1,20260727,1850,-258985,-40053,14210,49000,50000,50000,0,3,1541,1136,1148,169266,2031627,6190930,167585,0
1,502,1,20260727,1900,132248,81191,-2521,49000,50000,50000,0,3,1544,1139,1165,150300,1057376,6126306,181292,0
1,502,1,20260727,1950,38117,-55392,48565,49000,50000,50000,0,3,1558,1139,1157,249076,89899,6293653,142383,0
1,502,1,20260727,2000,-231160,-16072,-89024,49000,50000,50000,0,3,1515,1139,1162,197138,1662081,6354960,173109,0
1,502,1,20260727,2050,451461,74286,164697,49000,50000,50000,0,3,1537,1137,1149,163784,1657894,6409852,178118,0
