archive,trajectory,pli_amplitude,noise,seed,algorithm,algorithm_name,search_mode,output_snr_db,frequency_mae_hz,rmse,tracker_calls,tracker_searches,tracker_grid_evaluations
main_F1_P020_Z0_N0.npz,F1,0.2,0,1020,7,B4,0,21.03600359208547,0.08363561630249024,0.012922659352955904,25,24,4824
main_F1_P020_Z0_N0.npz,F1,0.2,0,1020,7,B4,1,21.03600359208547,0.08363561630249024,0.012922659352955904,25,24,768
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,2,A2,0,21.05808265553303,0.07583334445953369,0.012889852363643104,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,2,A2,1,21.05808265553303,0.07583334445953369,0.012889852363643104,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,3,A3,0,21.057017232574275,0.0779728889465332,0.012891433547322952,27,26,5226
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,3,A3,1,21.057017232574275,0.0779728889465332,0.012891433547322952,27,26,832
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,7,B4,0,20.526287430983643,0.11980612277984619,0.013703695639386816,23,22,4422
main_F1_P020_Z0_N0.npz,F1,0.2,0,1021,7,B4,1,20.526287430983643,0.11980612277984619,0.013703695639386816,23,22,704
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,2,A2,0,21.084440122745587,0.08187499046325683,0.012850797192879517,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,2,A2,1,21.084440122745587,0.08187499046325683,0.012850797192879517,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,3,A3,0,21.084398454644088,0.08264658451080323,0.012850858841096158,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,3,A3,1,21.084398454644088,0.08264658451080323,0.012850858841096158,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,7,B4,0,21.07875673241874,0.08986783027648926,0.012859208535801024,24,23,4623
main_F1_P020_Z0_N0.npz,F1,0.2,0,1022,7,B4,1,21.07875673241874,0.08986783027648926,0.012859208535801024,24,23,736
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,2,A2,0,21.034587635095704,0.08281254768371582,0.01292476615169816,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,2,A2,1,21.034587635095704,0.08281254768371582,0.01292476615169816,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,3,A3,0,21.034592083987892,0.08304097652435302,0.012924759531665114,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,3,A3,1,21.034592083987892,0.08304097652435302,0.012924759531665114,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,7,B4,0,21.034308011359443,0.08518042564392089,0.012925182243742445,25,24,4824
main_F1_P020_Z0_N0.npz,F1,0.2,0,1023,7,B4,1,21.034308011359443,0.08518042564392089,0.012925182243742445,25,24,768
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,2,A2,0,20.920930446133998,0.07687504291534424,0.013095001532245291,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,2,A2,1,20.920930446133998,0.07687504291534424,0.013095001532245291,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,3,A3,0,20.92094132518859,0.07703487873077393,0.013094985130799583,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,3,A3,1,20.92094132518859,0.07703487873077393,0.013094985130799583,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,7,B4,0,20.920856738714576,0.07853171825408936,0.013095112655331788,24,23,4623
main_F1_P020_Z0_N0.npz,F1,0.2,0,1024,7,B4,1,20.920856738714576,0.07853171825408936,0.013095112655331788,24,23,736
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,2,A2,0,20.931947211831265,0.07718751430511475,0.013078402989178789,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,2,A2,1,20.931947211831265,0.07718751430511475,0.013078402989178789,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,3,A3,0,20.931955739660143,0.07735257148742676,0.013078390148775255,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,3,A3,1,20.931955739660143,0.07735257148742676,0.013078390148775255,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,7,B4,0,20.931863625998,0.07889795303344727,0.013078528845540891,24,23,4623
main_F1_P020_Z0_N0.npz,F1,0.2,0,1025,7,B4,1,20.931863625998,0.07889795303344727,0.013078528845540891,24,23,736
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,2,A2,0,21.034494522083186,0.07875003814697265,0.012924904706344054,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,2,A2,1,21.034494522083186,0.07875003814697265,0.012924904706344054,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,3,A3,0,21.034492847559996,0.07883379459381104,0.01292490719809282,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,3,A3,1,21.034492847559996,0.07883379459381104,0.01292490719809282,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,7,B4,0,21.034463518501525,0.07961521148681641,0.012924950840830033,25,24,4824
main_F1_P020_Z0_N0.npz,F1,0.2,0,1026,7,B4,1,21.034463518501525,0.07961521148681641,0.012924950840830033,25,24,768
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,2,A2,0,21.088177917557587,0.0815624713897705,0.012845268305061053,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,2,A2,1,21.088177917557587,0.0815624713897705,0.012845268305061053,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,3,A3,0,21.088138439329967,0.08232884407043457,0.012845326688208836,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,3,A3,1,21.088138439329967,0.08232884407043457,0.012845326688208836,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,7,B4,0,21.082576784710692,0.08950154781341553,0.012853554302261242,24,23,4623
main_F1_P020_Z0_N0.npz,F1,0.2,0,1027,7,B4,1,21.082576784710692,0.08950154781341553,0.012853554302261242,24,23,736
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,2,A2,0,21.03049469923841,0.07750000953674316,0.01293085795193152,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,2,A2,1,21.03049469923841,0.07750000953674316,0.01293085795193152,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,3,A3,0,21.03049368316175,0.07757458686828614,0.012930859464585292,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,3,A3,1,21.03049368316175,0.07757458686828614,0.012930859464585292,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,7,B4,0,21.03047481084205,0.07827103137969971,0.012930887560219605,25,24,4824
main_F1_P020_Z0_N0.npz,F1,0.2,0,1028,7,B4,1,21.03047481084205,0.07827103137969971,0.012930887560219605,25,24,768
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,2,A2,0,21.042550942303222,0.08531246185302735,0.012912922031941866,160,159,31959
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,2,A2,1,21.042550942303222,0.08531246185302735,0.012912922031941866,160,159,5088
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,3,A3,0,21.042545108885857,0.08590517044067383,0.012912930704224388,28,27,5427
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,3,A3,1,21.042545108885857,0.08590517044067383,0.012912930704224388,28,27,864
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,7,B4,0,21.039421701182345,0.09145233631134034,0.012917574972279139,25,24,4824
main_F1_P020_Z0_N0.npz,F1,0.2,0,1029,7,B4,1,21.039421701182345,0.09145233631134034,0.012917574972279139,25,24,768
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,2,A2,0,17.420748409043906,0.08156254291534423,0.019593618843890902,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,2,A2,1,17.420748409043906,0.08156254291534423,0.019593618843890902,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,3,A3,0,17.420446879670774,0.08391375541687011,0.019594299045275376,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,3,A3,1,17.420446879670774,0.08391375541687011,0.019594299045275376,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,7,B4,0,17.408323821325585,0.09769330024719239,0.019621666268334427,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1000,7,B4,1,17.408323821325585,0.09769330024719239,0.019621666268334427,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,2,A2,0,17.340322615514154,0.08270583152770997,0.019775885782588078,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,2,A2,1,17.340322615514154,0.08270583152770997,0.019775885782588078,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,3,A3,0,17.334583702304116,0.09204661846160889,0.019788956360066418,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,3,A3,1,17.334583702304116,0.09204661846160889,0.019788956360066418,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,7,B4,0,17.11316103907481,0.11944038867950439,0.02029990586169944,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1001,7,B4,1,17.11316103907481,0.11944038867950439,0.02029990586169944,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,2,A2,0,17.369217719838137,0.07966201305389405,0.01971020720666818,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,2,A2,1,17.369217719838137,0.07966201305389405,0.01971020720666818,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,3,A3,0,17.36941687074123,0.0777484655380249,0.019709755294344936,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,3,A3,1,17.36941687074123,0.0777484655380249,0.019709755294344936,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,7,B4,0,17.371300727778937,0.08292133808135986,0.01970548096707237,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1002,7,B4,1,17.371300727778937,0.08292133808135986,0.01970548096707237,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,2,A2,0,17.22941629252695,0.08332338333129882,0.02003001438806489,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,2,A2,1,17.22941629252695,0.08332338333129882,0.02003001438806489,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,3,A3,0,17.224333983168933,0.0913362979888916,0.020041737829414187,26,25,5025
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,3,A3,1,17.224333983168933,0.0913362979888916,0.020041737829414187,26,25,800
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,7,B4,0,17.010649574499993,0.11949331760406494,0.02054090609466671,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1003,7,B4,1,17.010649574499993,0.11949331760406494,0.02054090609466671,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,2,A2,0,17.367903778534657,0.08239572048187256,0.019713189056008468,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,2,A2,1,17.367903778534657,0.08239572048187256,0.019713189056008468,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,3,A3,0,17.365753844831215,0.08700282573699951,0.01971806907371085,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,3,A3,1,17.365753844831215,0.08700282573699951,0.01971806907371085,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,7,B4,0,17.14152474323511,0.11980612277984619,0.020233724794776035,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1004,7,B4,1,17.14152474323511,0.11980612277984619,0.020233724794776035,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,2,A2,0,17.383684438097323,0.07677078247070312,0.019677406342269988,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,2,A2,1,17.383684438097323,0.07677078247070312,0.019677406342269988,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,3,A3,0,17.37898970920095,0.07957577705383301,0.019688044867770326,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,3,A3,1,17.37898970920095,0.07957577705383301,0.019688044867770326,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,7,B4,0,17.153740795795475,0.11944038867950439,0.020205287579947512,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1005,7,B4,1,17.153740795795475,0.11944038867950439,0.020205287579947512,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,2,A2,0,17.45042640851595,0.08519597053527832,0.019526785493588005,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,2,A2,1,17.45042640851595,0.08519597053527832,0.019526785493588005,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,3,A3,0,17.446103738723288,0.09059836864471435,0.019536505724474035,25,24,4824
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,3,A3,1,17.446103738723288,0.09059836864471435,0.019536505724474035,25,24,768
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,7,B4,0,17.38054354646397,0.1224348783493042,0.019684523146581846,22,21,4221
main_F1_P020_Z1_N0.npz,F1,0.2,1,1006,7,B4,1,17.38054354646397,0.1224348783493042,0.019684523146581846,22,21,672
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,2,A2,0,17.410765713731465,0.08332345485687256,0.019616150740809933,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,2,A2,1,17.410765713731465,0.08332345485687256,0.019616150740809933,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,3,A3,0,17.40931199694234,0.08635251522064209,0.01961943407911075,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,3,A3,1,17.40931199694234,0.08635251522064209,0.01961943407911075,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,7,B4,0,17.17789577109773,0.11969425678253173,0.02014917585851742,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1007,7,B4,1,17.17789577109773,0.11969425678253173,0.02014917585851742,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,2,A2,0,17.257647710190163,0.08520839214324952,0.01996501727801336,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,2,A2,1,17.257647710190163,0.08520839214324952,0.01996501727801336,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,3,A3,0,17.254017513636665,0.09120368957519531,0.019973363237680782,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,3,A3,1,17.254017513636665,0.09120368957519531,0.019973363237680782,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,7,B4,0,17.047202093841246,0.11980612277984619,0.020454646162307185,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1008,7,B4,1,17.047202093841246,0.11980612277984619,0.020454646162307185,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,2,A2,0,17.343224949026364,0.07895824909210206,0.01976927890290003,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,2,A2,1,17.343224949026364,0.07895824909210206,0.01976927890290003,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,3,A3,0,17.34126041292412,0.08695530891418457,0.019773750736657117,26,25,5025
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,3,A3,1,17.34126041292412,0.08695530891418457,0.019773750736657117,26,25,800
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,7,B4,0,17.338563841318912,0.08669307231903076,0.019779890535199587,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1009,7,B4,1,17.338563841318912,0.08669307231903076,0.019779890535199587,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,2,A2,0,17.436896692824597,0.07895836830139161,0.019557225406519878,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,2,A2,1,17.436896692824597,0.07895836830139161,0.019557225406519878,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,3,A3,0,17.433292588049696,0.08503336906433105,0.019565342124340197,26,25,5025
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,3,A3,1,17.433292588049696,0.08503336906433105,0.019565342124340197,26,25,800
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,7,B4,0,17.198935745833897,0.11944038867950439,0.020100427241302263,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1010,7,B4,1,17.198935745833897,0.11944038867950439,0.020100427241302263,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,2,A2,0,17.398452794019576,0.07963547706604004,0.01964397786909753,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,2,A2,1,17.398452794019576,0.07963547706604004,0.01964397786909753,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,3,A3,0,17.398723429655657,0.07929055690765381,0.0196433658100173,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,3,A3,1,17.398723429655657,0.07929055690765381,0.0196433658100173,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,7,B4,0,17.398383491035872,0.08197231292724609,0.019644134605110303,25,24,4824
main_F1_P020_Z1_N0.npz,F1,0.2,1,1011,7,B4,1,17.398383491035872,0.08197231292724609,0.019644134605110303,25,24,768
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,2,A2,0,17.414223176072333,0.07499980926513672,0.019608343986567144,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,2,A2,1,17.414223176072333,0.07499980926513672,0.019608343986567144,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,3,A3,0,17.414202692493596,0.07608859539031983,0.019608390228178334,29,28,5628
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,3,A3,1,17.414202692493596,0.07608859539031983,0.019608390228178334,29,28,896
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,7,B4,0,17.408696818430258,0.0754512071609497,0.01962082367559281,25,24,4824
main_F1_P020_Z1_N0.npz,F1,0.2,1,1012,7,B4,1,17.408696818430258,0.0754512071609497,0.01962082367559281,25,24,768
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,2,A2,0,17.289212070523863,0.07781245708465576,0.01989259644666654,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,2,A2,1,17.289212070523863,0.07781245708465576,0.01989259644666654,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,3,A3,0,17.289098937366777,0.07917671203613282,0.019892855548150536,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,3,A3,1,17.289098937366777,0.07917671203613282,0.019892855548150536,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,7,B4,0,17.28810606961384,0.0827204704284668,0.019895129593124873,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1013,7,B4,1,17.28810606961384,0.0827204704284668,0.019895129593124873,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,2,A2,0,17.509031899896616,0.08061201572418213,0.019395477717270158,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,2,A2,1,17.509031899896616,0.08061201572418213,0.019395477717270158,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,3,A3,0,17.509136434878386,0.07829694747924805,0.019395244293430623,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,3,A3,1,17.509136434878386,0.07829694747924805,0.019395244293430623,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,7,B4,0,17.509055439549755,0.07990598678588867,0.019395425153604453,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1014,7,B4,1,17.509055439549755,0.07990598678588867,0.019395425153604453,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,2,A2,0,17.27426382527289,0.07958331108093261,0.019926860689531905,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,2,A2,1,17.27426382527289,0.07958331108093261,0.019926860689531905,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,3,A3,0,17.273454017162532,0.08213644027709961,0.019928718609254624,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,3,A3,1,17.273454017162532,0.08213644027709961,0.019928718609254624,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,7,B4,0,17.262229622543572,0.09488232135772705,0.01995448826607707,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1015,7,B4,1,17.262229622543572,0.09488232135772705,0.01995448826607707,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,2,A2,0,17.401287062607715,0.08562245368957519,0.019637568942788668,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,2,A2,1,17.401287062607715,0.08562245368957519,0.019637568942788668,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,3,A3,0,17.40078216833769,0.090881085395813,0.01963871047055637,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,3,A3,1,17.40078216833769,0.090881085395813,0.01963871047055637,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,7,B4,0,17.394355464468543,0.09730739593505859,0.01965324656134761,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1016,7,B4,1,17.394355464468543,0.09730739593505859,0.01965324656134761,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,2,A2,0,17.300244530954547,0.07833335399627686,0.019867345726932474,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,2,A2,1,17.300244530954547,0.07833335399627686,0.019867345726932474,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,3,A3,0,17.29763021890963,0.08401744365692139,0.019873326376082814,26,25,5025
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,3,A3,1,17.29763021890963,0.08401744365692139,0.019873326376082814,26,25,800
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,7,B4,0,17.07144950583974,0.11980612277984619,0.020397624875776527,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1017,7,B4,1,17.07144950583974,0.11980612277984619,0.020397624875776527,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,2,A2,0,17.29709698272331,0.07999019622802735,0.01987454645859602,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,2,A2,1,17.29709698272331,0.07999019622802735,0.01987454645859602,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,3,A3,0,17.297355686448014,0.07977559566497802,0.019873954516625682,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,3,A3,1,17.297355686448014,0.07977559566497802,0.019873954516625682,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,7,B4,0,17.295849038341203,0.08544478416442872,0.019877402137341082,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1018,7,B4,1,17.295849038341203,0.08544478416442872,0.019877402137341082,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,2,A2,0,17.27404760464076,0.076873779296875,0.01992735674143014,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,2,A2,1,17.27404760464076,0.076873779296875,0.01992735674143014,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,3,A3,0,17.274195595471767,0.07650127410888671,0.019927017220542374,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,3,A3,1,17.274195595471767,0.07650127410888671,0.019927017220542374,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,7,B4,0,17.274218914762344,0.07765178680419922,0.01992696372190257,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1019,7,B4,1,17.274218914762344,0.07765178680419922,0.01992696372190257,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,2,A2,0,17.411363523871586,0.08187494277954102,0.01961480069714462,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,2,A2,1,17.411363523871586,0.08187494277954102,0.01961480069714462,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,3,A3,0,17.411681421430472,0.08083181381225586,0.01961408282212969,27,26,5226
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,3,A3,1,17.411681421430472,0.08083181381225586,0.01961408282212969,27,26,832
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,7,B4,0,17.411652856652523,0.08161051273345947,0.019614147325924366,25,24,4824
main_F1_P020_Z1_N0.npz,F1,0.2,1,1020,7,B4,1,17.411652856652523,0.08161051273345947,0.019614147325924366,25,24,768
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,2,A2,0,17.313518994964177,0.07708334922790527,0.01983700606638622,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,2,A2,1,17.313518994964177,0.07708334922790527,0.01983700606638622,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,3,A3,0,17.311608368253506,0.08141522407531739,0.019841370073306747,26,25,5025
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,3,A3,1,17.311608368253506,0.08141522407531739,0.019841370073306747,26,25,800
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,7,B4,0,17.08505327492461,0.11944038867950439,0.020365703287245393,23,22,4422
main_F1_P020_Z1_N0.npz,F1,0.2,1,1021,7,B4,1,17.08505327492461,0.11944038867950439,0.020365703287245393,23,22,704
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,2,A2,0,17.36778170685906,0.08249993324279785,0.019713466107528787,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,2,A2,1,17.36778170685906,0.08249993324279785,0.019713466107528787,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,3,A3,0,17.367927794991708,0.08264658451080323,0.01971313454917918,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,3,A3,1,17.367927794991708,0.08264658451080323,0.01971313454917918,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,7,B4,0,17.365514825667383,0.08986783027648926,0.019718611684937305,24,23,4623
main_F1_P020_Z1_N0.npz,F1,0.2,1,1022,7,B4,1,17.365514825667383,0.08986783027648926,0.019718611684937305,24,23,736
main_F1_P020_Z1_N0.npz,F1,0.2,1,1023,2,A2,0,17.278620527519752,0.08281240463256836,0.019916868203627404,160,159,31959
main_F1_P020_Z1_N0.npz,F1,0.2,1,1023,2,A2,1,17.278620527519752,0.08281240463256836,0.019916868203627404,160,159,5088
main_F1_P020_Z1_N0.npz,F1,0.2,1,1023,3,A3,0,17.278628468338127,0.08270363807678223,0.019916849995226506,28,27,5427
main_F1_P020_Z1_N0.npz,F1,0.2,1,1023,3,A3,1,17.278628468338127,0.08270363807678223,0.019916849995226506,28,27,864
main_F1_P020_Z1_N0.npz,F1,0.2,1,1023,7,B4,0,17.278607189493265,0.08461265563964844,0.019916898787934907,25,24,4824
