BOOT,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17
CONFIG,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17,run_id=1,scenario_id=806,algorithm=7,trajectory=4,noise=0,near_line=0,seed=1000,fs_hz=1000,sample_count=8000,block_size=50,tracker_search_mode=1,tracker_grid_points_max=32,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,tracker_searches,tracker_grid_evaluations,state,cycles,block_cycles_total,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,806,7,1000,50,249862,74297,107645,50076,50000,50000,1,0,0,2,4497,60953,1219,1240,24093,1657941,1000562,233020,0
1,806,7,1000,100,-250173,-71268,-74211,50154,50000,50000,1,0,0,2,1575,56774,1135,1153,35582,88319,1001730,5428,0
1,806,7,1000,150,193460,9483,-1268,50231,50000,50000,1,0,0,2,1571,57010,1140,1158,25375,1062586,1003093,4372,0
1,806,7,1000,200,-129814,60119,72039,50307,50000,50000,1,0,0,2,1573,56953,1139,1160,17776,2030073,1004707,8990,0
1,806,7,1000,250,115407,-80157,-81427,50381,50000,50000,1,0,0,2,1565,56970,1139,1161,13632,457865,1006451,5227,0
1,806,7,1000,300,-165214,34111,22217,50452,50000,50000,1,0,0,2,1603,56884,1138,1155,15059,462054,1007968,6806,0
1,806,7,1000,350,239459,40056,55830,50521,50000,50000,1,0,0,2,1568,56892,1138,1166,12459,2031670,1008771,13519,0
1,806,7,1000,400,-275044,-81200,-86771,50586,50000,50000,1,0,0,2,1586,56963,1139,1153,11387,1057403,1008246,10454,0
1,806,7,1000,450,236171,55400,42813,50648,50000,50000,1,0,0,2,1596,56974,1139,1166,19103,89916,1005818,7508,0
1,806,7,1000,500,-142599,16073,42698,50705,50000,50000,1,0,0,2,1588,56870,1137,1157,13869,1662118,1001248,15463,0
1,806,7,1000,550,52452,-74295,-102590,50759,50000,50000,1,0,0,2,1590,57022,1140,1158,11446,1657929,994980,19163,0
1,806,7,1000,600,-13983,71265,90950,50808,50000,50449,2,1,32,0,2726830,2782185,55644,1151,63410,88314,988347,16175,0
1,806,7,1000,650,26269,-9482,-9323,50851,50449,50600,3,2,64,0,2719201,2774557,55491,1150,48729,1062577,983393,12237,0
1,806,7,1000,700,-41383,-60117,-65376,50890,50600,50675,4,3,96,0,2690461,2745763,54915,1156,34710,2030062,982304,10236,0
1,806,7,1000,750,6239,80154,76856,50923,50675,50675,4,3,96,2,1572,56977,1140,1158,24300,457859,986420,3872,0
1,806,7,1000,800,90510,-34110,-17606,50950,50675,50675,4,3,96,2,1582,57237,1145,1161,19093,462047,995234,4023,0
1,806,7,1000,850,-205517,-40055,-60901,50972,50675,50675,4,3,96,2,1569,57017,1140,1154,14481,2031656,1006085,9865,0
1,806,7,1000,900,272846,81197,92679,50987,50675,50675,4,3,96,2,1570,56933,1139,1161,11966,1057394,1014914,6249,0
1,806,7,1000,950,-255187,-55397,-49944,50996,50675,50675,4,3,96,2,1555,57138,1143,1155,15351,89910,1017960,2297,0
1,806,7,1000,1000,172458,-16073,-34017,50999,50675,50675,4,3,96,2,1590,57002,1140,1158,10751,1662106,1013606,8171,0
1,806,7,1000,1050,-84561,74292,92055,50997,50675,50675,4,3,96,2,1559,57037,1141,1152,7933,1657917,1003352,9311,0
1,806,7,1000,1100,42706,-71262,-78215,50987,50675,50675,4,3,96,2,1574,57027,1141,1158,27985,88309,991253,4083,0
1,806,7,1000,1150,-49329,9481,5358,50972,50675,50675,4,3,96,2,1570,56993,1140,1161,22005,1062565,982067,6760,0
1,806,7,1000,1200,59372,60115,65635,50951,50675,50675,4,3,96,2,1599,57072,1141,1152,15964,2030045,979102,9678,0
1,806,7,1000,1250,-21371,-80151,-76129,50924,50675,50675,4,3,96,2,1603,56866,1137,1151,11192,457852,982897,4089,0
1,806,7,1000,1300,-76069,34108,18010,50891,50675,50918,5,4,128,2,2701585,2757041,55141,1154,9678,462038,991342,3848,0
1,806,7,1000,1350,191259,40054,55288,50853,50918,50918,5,4,128,2,1576,57015,1140,1158,7311,2031640,1000967,7490,0
1,806,7,1000,1400,-261012,-81194,-88480,50809,50918,50918,5,4,128,2,1560,56842,1137,1153,5460,1057385,1008558,4363,0
1,806,7,1000,1450,251033,55395,49084,50761,50918,50918,5,4,128,2,1571,57017,1140,1156,12855,89904,1012309,1387,0
1,806,7,1000,1500,-183610,16072,30625,50708,50918,50918,5,4,128,2,1602,56907,1138,1149,10081,1662092,1012048,7204,0
1,806,7,1000,1550,119675,-74289,-84132,50650,50918,50918,5,4,128,2,1587,57147,1143,1159,7967,1657905,1008823,7483,0
1,806,7,1000,1600,-109768,71259,66005,50589,50918,50918,5,4,128,2,1553,57219,1144,1157,9947,88304,1004220,2060,0
1,806,7,1000,1650,154062,-9481,10542,50523,50918,50918,5,4,128,2,1546,56867,1137,1160,6997,1062555,999666,6081,0
