BOOT,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17
CONFIG,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17,run_id=1,scenario_id=812,algorithm=7,trajectory=0,noise=0,near_line=0,seed=1007,fs_hz=1000,sample_count=8000,block_size=50,tracker_search_mode=1,tracker_grid_points_max=32,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,tracker_searches,tracker_grid_evaluations,state,cycles,block_cycles_total,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,812,7,1007,3100,22860,-71250,-70238,50000,50000,50000,6,5,160,2,1593,57147,1143,1162,5506,88289,993278,943,0
1,812,7,1007,3150,-84626,9478,-3991,50000,50000,50000,6,5,160,2,1583,56953,1139,1156,4469,1062526,993169,4243,0
1,812,7,1007,3200,154207,60107,74930,50000,50000,50000,6,5,160,2,1558,56966,1139,1155,3389,2029991,993060,7943,0
1,812,7,1007,3250,-174233,-80138,-84094,50000,50000,50000,6,5,160,2,1573,56789,1136,1150,2888,457826,992951,2357,0
1,812,7,1007,3300,128190,34101,23927,50000,50000,50000,6,5,160,2,1578,56956,1139,1154,3187,462010,992843,2109,0
1,812,7,1007,3350,-54034,40049,55964,50000,50000,50000,6,5,160,2,1569,56859,1137,1161,2550,2031585,992734,7849,0
1,812,7,1007,3400,12896,-81182,-89718,50000,50000,50000,6,5,160,2,1574,56812,1136,1153,2046,1057348,992626,4549,0
1,812,7,1007,3450,-38688,55385,49504,50000,50000,50000,6,5,160,2,1578,56905,1138,1153,5756,89884,992517,848,0
1,812,7,1007,3500,110140,16072,31521,50000,50000,50000,6,5,160,2,1564,56826,1137,1156,4446,1662043,992408,6435,0
1,812,7,1007,3550,-168341,-74278,-86559,50000,50000,50000,6,5,160,2,1561,56947,1139,1152,3347,1657857,992299,6683,0
1,812,7,1007,3600,165305,71247,70235,50000,50000,50000,6,5,160,2,1579,57128,1143,1160,5500,88284,992190,943,0
1,812,7,1007,3650,-103530,-9477,3992,50000,50000,50000,7,6,192,2,2681781,2737062,54741,1153,4464,1062516,992081,4242,0
1,812,7,1007,3700,33941,-60105,-74928,50000,50000,50000,7,6,192,2,1596,57013,1140,1160,3386,2029978,991973,7943,0
1,812,7,1007,3750,-13906,80135,84091,50000,50000,50000,7,6,192,2,1584,56897,1138,1154,2885,457820,991864,2357,0
1,812,7,1007,3800,59936,-34099,-23926,50000,50000,50000,7,6,192,2,1585,56872,1137,1161,3184,462003,991756,2109,0
1,812,7,1007,3850,-134079,-40048,-55963,50000,50000,50000,7,6,192,2,1601,56875,1138,1158,2547,2031570,991647,7849,0
1,812,7,1007,3900,175204,81179,89715,50000,50000,50000,7,6,192,2,1563,56903,1138,1154,2044,1057340,991539,4549,0
1,812,7,1007,3950,-149403,-55383,-49502,50000,50000,50000,7,6,192,2,1613,57043,1141,1155,5750,89878,991430,848,0
1,812,7,1007,4000,77942,-16072,-31521,50000,50000,50000,7,6,192,2,1583,56943,1139,1155,4442,1662029,991321,6435,0
1,812,7,1007,4050,-19733,74276,86557,50000,50000,50000,7,6,192,2,1576,56979,1140,1159,3343,1657845,991212,6683,0
1,812,7,1007,4100,22759,-71244,-70232,50000,50000,50000,7,6,192,2,1587,57009,1140,1166,5494,88279,991103,943,0
1,812,7,1007,4150,-84521,9477,-3993,50000,50000,50000,7,6,192,2,1578,56668,1133,1154,4459,1062504,990995,4242,0
1,812,7,1007,4200,154097,60103,74927,50000,50000,50000,7,6,192,2,1577,56912,1138,1166,3382,2029961,990886,7943,0
1,812,7,1007,4250,-174120,-80132,-84087,50000,50000,50000,8,7,224,2,2704685,2760019,55200,1156,2882,457814,990777,2357,0
1,812,7,1007,4300,128080,34097,23924,50000,50000,50000,8,7,224,2,1589,57052,1141,1164,3180,461995,990668,2109,0
1,812,7,1007,4350,-53930,40047,55962,50000,50000,50000,8,7,224,2,1579,56916,1138,1158,2544,2031554,990560,7849,0
1,812,7,1007,4400,12796,-81176,-89711,50000,50000,50000,8,7,224,2,1577,56923,1138,1163,2042,1057329,990451,4549,0
1,812,7,1007,4450,-38586,55380,49499,50000,50000,50000,8,7,224,2,1590,57036,1141,1159,5743,89873,990343,848,0
1,812,7,1007,4500,110033,16071,31521,50000,50000,50000,8,7,224,2,1569,56751,1135,1152,4437,1662016,990234,6435,0
1,812,7,1007,4550,-168230,-74273,-86554,50000,50000,50000,8,7,224,2,1571,56860,1137,1160,3340,1657832,990126,6683,0
1,812,7,1007,4600,165193,71242,70229,50000,50000,50000,8,7,224,2,1568,56911,1138,1156,5488,88274,990017,943,0
1,812,7,1007,4650,-103421,-9476,3994,50000,50000,50000,8,7,224,2,1597,56788,1136,1157,4454,1062496,989909,4242,0
1,812,7,1007,4700,33838,-60101,-74925,50000,50000,50000,8,7,224,2,1583,57048,1141,1159,3379,2029949,989801,7943,0
1,812,7,1007,4750,-13805,80129,84084,50000,50000,50000,8,7,224,2,1597,56938,1139,1160,2879,457807,989693,2357,0
1,812,7,1007,4800,59833,-34096,-23922,50000,50000,50000,8,7,224,2,1599,57063,1141,1155,3177,461989,989584,2109,0
1,812,7,1007,4850,-133970,-40046,-55961,50000,50000,50000,9,8,256,2,2677381,2732728,54655,1158,2541,2031542,989476,7849,0
1,812,7,1007,4900,175092,81173,89709,50000,50000,50000,9,8,256,2,1564,56809,1136,1158,2039,1057322,989368,4549,0
1,812,7,1007,4950,-149292,-55378,-49497,50000,50000,50000,9,8,256,2,1581,56850,1137,1151,5737,89868,989260,848,0
1,812,7,1007,5000,77836,-16071,-31520,50000,50000,50000,9,8,256,2,1583,57028,1141,1164,4432,1662004,989151,6435,0
1,812,7,1007,5050,-19631,74271,86552,50000,50000,50000,9,8,256,2,1576,56984,1140,1162,3336,1657821,989043,6683,0
1,812,7,1007,5100,22658,-71239,-70226,50000,50000,50000,9,8,256,2,1578,57090,1142,1164,5483,88270,988935,943,0
1,812,7,1007,5150,-84417,9475,-3995,50000,50000,50000,9,8,256,2,1568,57015,1140,1158,4450,1062486,988826,4242,0
1,812,7,1007,5200,153986,60099,74922,50000,50000,50000,9,8,256,2,1581,57022,1140,1162,3375,2029935,988718,7943,0
1,812,7,1007,5250,-174008,-80126,-84081,50000,50000,50000,9,8,256,2,1573,56839,1137,1159,2876,457801,988609,2357,0
1,812,7,1007,5300,127971,34094,23920,50000,50000,50000,9,8,256,2,1599,56990,1140,1155,3174,461982,988501,2109,0
1,812,7,1007,5350,-53826,40045,55960,50000,50000,50000,9,8,256,2,1561,56950,1139,1171,2538,2031528,988392,7849,0
1,812,7,1007,5400,12695,-81170,-89705,50000,50000,50000,9,8,256,2,1569,56835,1137,1154,2037,1057312,988284,4549,0
1,812,7,1007,5450,-38484,55375,49495,50000,50000,50000,10,9,288,2,2704545,2759838,55197,1157,5731,89863,988176,848,0
1,812,7,1007,5500,109927,16071,31520,50000,50000,50000,10,9,288,2,1561,56950,1139,1159,4427,1661990,988067,6435,0
1,812,7,1007,5550,-168118,-74268,-86549,50000,50000,50000,10,9,288,2,1567,56934,1139,1157,3332,1657808,987959,6683,0
1,812,7,1007,5600,165081,71236,70223,50000,50000,50000,10,9,288,2,1570,56952,1139,1153,5477,88265,987850,943,0
1,812,7,1007,5650,-103314,-9474,3996,50000,50000,50000,10,9,288,2,1598,56912,1138,1162,4445,1062475,987742,4242,0
1,812,7,1007,5700,33736,-60097,-74921,50000,50000,50000,10,9,288,2,1579,57037,1141,1167,3371,2029920,987634,7943,0
1,812,7,1007,5750,-13705,80123,84078,50000,50000,50000,10,9,288,2,1566,56936,1139,1152,2873,457795,987526,2357,0
1,812,7,1007,5800,59730,-34093,-23919,50000,50000,50000,10,9,288,2,1606,56724,1134,1151,3170,461974,987417,2108,0
1,812,7,1007,5850,-133862,-40044,-55959,50000,50000,50000,10,9,288,2,1577,56900,1138,1162,2536,2031513,987308,7849,0
1,812,7,1007,5900,174980,81167,89703,50000,50000,50000,10,9,288,2,1570,57061,1141,1164,2035,1057304,987200,4549,0
1,812,7,1007,5950,-149181,-55373,-49492,50000,50000,50000,10,9,288,2,1607,57122,1142,1159,5725,89858,987092,848,0
1,812,7,1007,6000,77730,-16071,-31520,50000,50000,50000,10,9,288,2,1577,57070,1141,1161,4423,1661978,986983,6435,0
