record,subject_cluster,selected_lead,segment,start_seconds,trajectory,pli_amplitude,noise,algorithm,algorithm_name,output_snr_db,prd_percent,correlation,frequency_mae_hz,tracker_calls,tracker_searches,tracker_grid_evaluations
100,subject_100,MLII,0,300,F1,0.2,20dB,3,A3,14.639036744821787,18.53737189341536,0.9841619430125684,0.10515620708465576,112,111,3552
100,subject_100,MLII,0,300,F1,0.2,20dB,7,B4,14.639410406517799,18.536574444089997,0.9841633420767082,0.09997780323028564,116,115,3680
100,subject_100,MLII,0,300,F1,0.5,none,2,A2,13.725618343058247,20.592974553723124,0.9805635457958323,0.08157250881195069,160,159,5088
100,subject_100,MLII,0,300,F1,0.5,none,3,A3,13.72599860742303,20.592073022239013,0.980565222633229,0.08100037574768067,129,128,4096
100,subject_100,MLII,0,300,F1,0.5,none,7,B4,13.725883880575676,20.5923450127108,0.9805647170178006,0.08094751834869385,137,136,4352
100,subject_100,MLII,0,300,F1,0.5,20dB,2,A2,12.69429103557789,23.18918301884263,0.9754427112272643,0.08253448009490967,160,159,5088
100,subject_100,MLII,0,300,F1,0.5,20dB,3,A3,12.694853516828733,23.187681381257093,0.9754461231834363,0.08392148017883301,109,108,3456
100,subject_100,MLII,0,300,F1,0.5,20dB,7,B4,12.69489956689866,23.187558447215437,0.975446335241286,0.082985258102417,95,94,3008
100,subject_100,MLII,0,300,F2,0.2,none,2,A2,14.317828179839312,19.235726389585068,0.9829526788011526,0.2554055690765381,160,159,5088
100,subject_100,MLII,0,300,F2,0.2,none,3,A3,14.31701214247009,19.237533666629034,0.9829500382640031,0.25577330589294434,128,127,4064
100,subject_100,MLII,0,300,F2,0.2,none,7,B4,14.317824569159319,19.23573438578002,0.9829535582813242,0.258112359046936,136,135,4320
100,subject_100,MLII,0,300,F2,0.2,20dB,2,A2,13.019754891934852,22.336352531395125,0.9769840737585774,0.2472147226333618,160,159,5088
100,subject_100,MLII,0,300,F2,0.2,20dB,3,A3,13.019000264578164,22.338293190970365,0.9769803657488635,0.2470308542251587,109,108,3456
100,subject_100,MLII,0,300,F2,0.2,20dB,7,B4,13.018769346123404,22.338887072878773,0.9769813886256028,0.24937617778778076,107,106,3392
100,subject_100,MLII,0,300,F2,0.5,none,2,A2,9.186650524314985,34.7270165308571,0.9464084842451657,0.23941340446472167,160,159,5088
