algorithm,archive,archive_algorithm_index,archive_seed_index,f42_amplitude_error,f42_clean_amplitude,f42_output_amplitude,f42_phase_error_rad,f58_amplitude_error,f58_clean_amplitude,f58_output_amplitude,f58_phase_error_rad,frequency_mae_hz,frequency_p95_abs_error_hz,input_sha256,input_snr_db,matrix,near_line,noise,output_sha256,output_snr_db,pli_amplitude,rmse,run_id,sample_count,seed,snr_improvement_db,state_fast_fraction,state_mid_fraction,state_slow_fraction,state_transitions,status,tracker_calls,trajectory
2,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,2,4,,,,,,,,,0.011249899864196777,0.0003288269042962533,40B0624060FE74F1745FA5759E2B9D5B9529B709DEBFEF124A10EB38EFD875EC,0.29083980745466237,main,N0,0,2200E862EA0FB9E824E69BBA6189E74888A659B9785F54C191639F613C439524,22.29427971042235,0.2,0.011179904412207215,main-A2-F0-P0.20-Z0-N0-S1004,8000,1004,22.003439902967692,1.0,0.0,0.0,0,PASS,160,F0
3,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,3,4,,,,,,,,,0.04359312057495117,0.2812461853027344,40B0624060FE74F1745FA5759E2B9D5B9529B709DEBFEF124A10EB38EFD875EC,0.29083980745466237,main,N0,0,FCFF62CDAB9849CB34D01447E14077ADF84F81BC073288A56E22C5C530A23FC8,22.082972548723028,0.2,0.011455220372510662,main-A3-F0-P0.20-Z0-N0-S1004,8000,1004,21.792132741268368,0.018625,0.01875,0.962625,2,PASS,15,F0
0,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,0,5,,,,,,,,,0.0,0.0,8AFEFE6F932A589D64F867BA1786C2C57D424F130803D2440FB0DBCF648C1385,0.29080361132991944,main,N0,0,C6B1631B6A62C17794F6A601FD448E02C62EE3FA1F91A0E80F8377D5B02169B7,19.447828807366562,0.2,0.015515316365926199,main-A0-F0-P0.20-Z0-N0-S1005,8000,1005,19.157025196036642,0.0,0.0,0.0,0,PASS,0,F0
1,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,1,5,,,,,,,,,0.0,0.0,8AFEFE6F932A589D64F867BA1786C2C57D424F130803D2440FB0DBCF648C1385,0.29080361132991944,main,N0,0,A266DAE769DFFB56B3FF85C026D79590A96842D426881998DC67237C7F2E9654,22.516033025314577,0.2,0.010898090865481637,main-A1-F0-P0.20-Z0-N0-S1005,8000,1005,22.22522941398466,0.0,0.0,0.0,0,PASS,0,F0
2,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,2,5,,,,,,,,,0.00468747615814209,7.038116455064525e-05,8AFEFE6F932A589D64F867BA1786C2C57D424F130803D2440FB0DBCF648C1385,0.29080361132991944,main,N0,0,3F4280DB128D95B15AEC874F9A425E1401DF6E27D06FF360D9E0611881C178BC,22.49973118434994,0.2,0.010918563813295656,main-A2-F0-P0.20-Z0-N0-S1005,8000,1005,22.20892757302002,1.0,0.0,0.0,0,PASS,160,F0
3,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,3,5,,,,,,,,,0.01687488555908203,0.11249923706054688,8AFEFE6F932A589D64F867BA1786C2C57D424F130803D2440FB0DBCF648C1385,0.29080361132991944,main,N0,0,5417ED22E11B4AB1EF9B9CB5E789A624A34EAB3E35C8CEF790587C21177644F1,22.469380871156805,0.2,0.010956782289328308,main-A3-F0-P0.20-Z0-N0-S1005,8000,1005,22.178577259826888,0.018625,0.01875,0.962625,2,PASS,15,F0
0,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,0,6,,,,,,,,,0.0,0.0,835333918FFAFFA41379315AEBB20F0ABCBB05AD0063C93F8CCD90DC571672EB,0.29079870783274886,main,N0,0,2C91AC310E66FDD6D0F44AE045DCA8CF6A1DB28C9BC8F983BCD7EA5EF8747749,19.38281576043361,0.2,0.015631882713538343,main-A0-F0-P0.20-Z0-N0-S1006,8000,1006,19.09201705260086,0.0,0.0,0.0,0,PASS,0,F0
1,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,1,6,,,,,,,,,0.0,0.0,835333918FFAFFA41379315AEBB20F0ABCBB05AD0063C93F8CCD90DC571672EB,0.29079870783274886,main,N0,0,B9B9972E29771335BBDF055617ED133A9C8FE7558A090868C58CE0F979A266CA,22.382230507703444,0.2,0.011067271153441976,main-A1-F0-P0.20-Z0-N0-S1006,8000,1006,22.091431799870698,0.0,0.0,0.0,0,PASS,0,F0
2,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,2,6,,,,,,,,,0.011249899864196777,0.0003288269042962533,835333918FFAFFA41379315AEBB20F0ABCBB05AD0063C93F8CCD90DC571672EB,0.29079870783274886,main,N0,0,585F2CE96B740BFB845C1C9F1691EC78787D40D0CACC0E659511EC8D8A8581A0,22.297337880076945,0.2,0.011175968830747163,main-A2-F0-P0.20-Z0-N0-S1006,8000,1006,22.0065391722442,1.0,0.0,0.0,0,PASS,160,F0
3,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,3,6,,,,,,,,,0.04359312057495117,0.2812461853027344,835333918FFAFFA41379315AEBB20F0ABCBB05AD0063C93F8CCD90DC571672EB,0.29079870783274886,main,N0,0,FB93A0B27015D223243AD12ECDD98F1AE1B76CEAE72B0CC6B4938DF5FDA4CF6D,22.08587328228848,0.2,0.011451395433932591,main-A3-F0-P0.20-Z0-N0-S1006,8000,1006,21.795074574455725,0.018625,0.01875,0.962625,2,PASS,15,F0
0,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,0,7,,,,,,,,,0.0,0.0,D57260B3B868C9AC189197CA7070E842E4C31A94B3904785ED10F7DE434996D9,0.29077850367282715,main,N0,0,784F9599B15D20D3846B790CABE892A80511EE72CFCA9B62E4EA3D027A976AE2,19.38342959306832,0.2,0.015630778045955994,main-A0-F0-P0.20-Z0-N0-S1007,8000,1007,19.092651089395495,0.0,0.0,0.0,0,PASS,0,F0
1,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,1,7,,,,,,,,,0.0,0.0,D57260B3B868C9AC189197CA7070E842E4C31A94B3904785ED10F7DE434996D9,0.29077850367282715,main,N0,0,FD28EBAFCA0D9473847366E3BDD7F0155F9B204409532A61C5E44FBFD9E03BAD,22.383422069608937,0.2,0.011065753009100813,main-A1-F0-P0.20-Z0-N0-S1007,8000,1007,22.092643565936108,0.0,0.0,0.0,0,PASS,0,F0
2,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,2,7,,,,,,,,,0.011249899864196777,0.0003288269042962533,D57260B3B868C9AC189197CA7070E842E4C31A94B3904785ED10F7DE434996D9,0.29077850367282715,main,N0,0,F574D6D3B0865973827D6B505447743A2CEF0DF51E678D86377E8BEF95A668BC,22.298507943321873,0.2,0.011174463434043347,main-A2-F0-P0.20-Z0-N0-S1007,8000,1007,22.00772943964905,1.0,0.0,0.0,0,PASS,160,F0
3,outputs\phase4_host\batches\main_F0_P020_Z0_N0.npz,3,7,,,,,,,,,0.04359312057495117,0.2812461853027344,D57260B3B868C9AC189197CA7070E842E4C31A94B3904785ED10F7DE434996D9,0.29077850367282715,main,N0,0,A8C3FC7D0F9BE7BBB070C14ADA874FCD8C5B9693367BF5FCFEDDED710C992F40,22.08698287877462,0.2,0.011449932645767553,main-A3-F0-P0.20-Z0-N0-S1007,8000,1007,21.796204375101794,0.018625,0.01875,0.962625,2,PASS,15,F0
