algorithm,archive,archive_algorithm_index,archive_seed_index,f42_amplitude_error,f42_clean_amplitude,f42_output_amplitude,f42_phase_error_rad,f58_amplitude_error,f58_clean_amplitude,f58_output_amplitude,f58_phase_error_rad,frequency_mae_hz,frequency_p95_abs_error_hz,input_sha256,input_snr_db,matrix,near_line,noise,output_sha256,output_snr_db,pli_amplitude,rmse,run_id,sample_count,seed,snr_improvement_db,state_fast_fraction,state_mid_fraction,state_slow_fraction,state_transitions,status,tracker_calls,trajectory
2,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,2,1,,,,,,,,,0.08300094604492188,0.2517200469967823,B5DC9315B89FB2ADC9F0EC7B45217B06DB2C0A554DAE5CFDB76CBB25BCD14035,-7.731751496783793,main,N0,2,738BBEA22514C3F115FDDA74390126849F8DFE04B906A484CF3AE17FD265E92D,8.76700215204435,0.5,0.0530642424133997,main-A2-F1-P0.50-Z2-N0-S1001,8000,1001,16.498753648828142,1.0,0.0,0.0,0,PASS,160,F1
3,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,3,1,,,,,,,,,0.08150181770324708,0.2517200469967823,B5DC9315B89FB2ADC9F0EC7B45217B06DB2C0A554DAE5CFDB76CBB25BCD14035,-7.731751496783793,main,N0,2,91E47326C51CAD5C5D3CFBCE35E29B13A004D74C304CA77F079A05BAB36FAE8A,8.767290052086523,0.5,0.05306248359017247,main-A3-F1-P0.50-Z2-N0-S1001,8000,1001,16.499041548870316,0.131125,0.0375,0.831375,5,PASS,32,F1
0,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,0,2,,,,,,,,,1.0,1.0,A488E84CDC72585DDA5FCA6BB132D3F369ACB36CA6418810AA629EBC7D713C11,-7.754320495464691,main,N0,2,0707442871C1F7E8CAE27E5C7ABE5F2D39059DC451E23D728FE555B3FDA77456,-5.439329347473817,0.5,0.2723444587008565,main-A0-F1-P0.50-Z2-N0-S1002,8000,1002,2.314991147990875,0.0,0.0,0.0,0,PASS,0,F1
1,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,1,2,,,,,,,,,1.0,1.0,A488E84CDC72585DDA5FCA6BB132D3F369ACB36CA6418810AA629EBC7D713C11,-7.754320495464691,main,N0,2,1D12CF24A2C9EFD6DC8581DDD4C748C3D441F4FC8EC991B5F776AEF349DAF7E5,5.894210020110551,0.5,0.07386548859448015,main-A1-F1-P0.50-Z2-N0-S1002,8000,1002,13.648530515575242,0.0,0.0,0.0,0,PASS,0,F1
2,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,2,2,,,,,,,,,0.08214356899261474,0.44701175689683426,A488E84CDC72585DDA5FCA6BB132D3F369ACB36CA6418810AA629EBC7D713C11,-7.754320495464691,main,N0,2,799121FF0F53A1C05D5376BFD079B1CFDD8798C5B75BB983E6C4B8008FBCC2A5,8.810936560695197,0.5,0.05279651394758852,main-A2-F1-P0.50-Z2-N0-S1002,8000,1002,16.565257056159886,1.0,0.0,0.0,0,PASS,160,F1
3,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,3,2,,,,,,,,,0.07818036079406739,0.44701175689683426,A488E84CDC72585DDA5FCA6BB132D3F369ACB36CA6418810AA629EBC7D713C11,-7.754320495464691,main,N0,2,9034421DA1EFCAE2F2A6B65439ED20C306A0EA952EBB974FD1EE1599F7C63E18,8.811067405921095,0.5,0.05279571862090933,main-A3-F1-P0.50-Z2-N0-S1002,8000,1002,16.565387901385787,0.143625,0.0375,0.818875,5,PASS,34,F1
0,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,0,3,,,,,,,,,1.0,1.0,C51DC2BF528E14495886B32B8C4A74A6FDFFC03BD988EDEFA95C1D5483EAAFD2,-7.734555929884537,main,N0,2,B8821E816D63B05A73364529A231E89024EC38CCB2E40BEB974B655CCE86C3C4,-5.418503782943884,0.5,0.271692259166951,main-A0-F1-P0.50-Z2-N0-S1003,8000,1003,2.3160521469406516,0.0,0.0,0.0,0,PASS,0,F1
1,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,1,3,,,,,,,,,1.0,1.0,C51DC2BF528E14495886B32B8C4A74A6FDFFC03BD988EDEFA95C1D5483EAAFD2,-7.734555929884537,main,N0,2,EA85CF7090143E04ED730971281CD6559D7BC37ED3E8E6A83D3F81D25AC0387F,5.839587909513623,0.5,0.07433146294700872,main-A1-F1-P0.50-Z2-N0-S1003,8000,1003,13.574143839398161,0.0,0.0,0.0,0,PASS,0,F1
2,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,2,3,,,,,,,,,0.07925853729248047,0.28714408874485686,C51DC2BF528E14495886B32B8C4A74A6FDFFC03BD988EDEFA95C1D5483EAAFD2,-7.734555929884537,main,N0,2,0BE136EF7AACBF7C8F6C0D31266BDC99A2F809D567D38386FD9E6269E04B7F26,8.691943094728906,0.5,0.05352478372634655,main-A2-F1-P0.50-Z2-N0-S1003,8000,1003,16.42649902461344,1.0,0.0,0.0,0,PASS,160,F1
3,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,3,3,,,,,,,,,0.08028554916381836,0.2871929168698568,C51DC2BF528E14495886B32B8C4A74A6FDFFC03BD988EDEFA95C1D5483EAAFD2,-7.734555929884537,main,N0,2,751FA1343BEC73F6A42BAA20DC0D4398007D4B3A9944CEB42CC3AD3BA687D610,8.68594367376586,0.5,0.05356176653960774,main-A3-F1-P0.50-Z2-N0-S1003,8000,1003,16.4204996036504,0.131125,0.0375,0.831375,5,PASS,32,F1
0,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,0,4,,,,,,,,,1.0,1.0,09631D9486246A380664D38961436805B3B9D8C7A2727B3E2DDFDEC6942CE352,-7.762869307420678,main,N0,2,DB4D4F9CC19B8EC9A6EF0F45B27A0D2706F2CEA4B7D3A323B9BEFC66D3CFA3A3,-5.442799798271537,0.5,0.27245329578348576,main-A0-F1-P0.50-Z2-N0-S1004,8000,1004,2.3200695091491417,0.0,0.0,0.0,0,PASS,0,F1
1,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,1,4,,,,,,,,,1.0,1.0,09631D9486246A380664D38961436805B3B9D8C7A2727B3E2DDFDEC6942CE352,-7.762869307420678,main,N0,2,4427CBF8ED84A896BB3BFAA12703F0CC562DA92239F54093F1CAB20DF2B23925,5.8975473604206385,0.5,0.07383711304166857,main-A1-F1-P0.50-Z2-N0-S1004,8000,1004,13.660416667841318,0.0,0.0,0.0,0,PASS,0,F1
2,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,2,4,,,,,,,,,0.07864315509796142,0.2871839523312826,09631D9486246A380664D38961436805B3B9D8C7A2727B3E2DDFDEC6942CE352,-7.762869307420678,main,N0,2,43B7A5E8741717EA516AADD542AAB1AE6904AD51B96D40809AA767A9957E395C,8.829702439887043,0.5,0.05268257012251958,main-A2-F1-P0.50-Z2-N0-S1004,8000,1004,16.592571747307723,1.0,0.0,0.0,0,PASS,160,F1
3,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,3,4,,,,,,,,,0.07680904865264893,0.2871839523312826,09631D9486246A380664D38961436805B3B9D8C7A2727B3E2DDFDEC6942CE352,-7.762869307420678,main,N0,2,91A5012630AA9E97F5BCB825EB6C74049B6A06A7CF2B1AC06158679A1E2FD326,8.829431572299372,0.5,0.052684213042678806,main-A3-F1-P0.50-Z2-N0-S1004,8000,1004,16.59230087972005,0.131125,0.0375,0.831375,5,PASS,32,F1
0,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,0,5,,,,,,,,,1.0,1.0,E2B631438A78EC1862EB7CE4BC3A35CFB6DE8111E9D5F31FB6BFA51366FD92C7,-7.751813223407963,main,N0,2,76A5BE7F9276F881F4650A746F8D2879256DF1B2D4CB798A58890C03BD304A46,-5.440192112886152,0.5,0.2723715118939186,main-A0-F1-P0.50-Z2-N0-S1005,8000,1005,2.3116211105218105,0.0,0.0,0.0,0,PASS,0,F1
1,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,1,5,,,,,,,,,1.0,1.0,E2B631438A78EC1862EB7CE4BC3A35CFB6DE8111E9D5F31FB6BFA51366FD92C7,-7.751813223407963,main,N0,2,FD6C8FFC2329601EF2E2F27D7FF2B0CEB5A8AF663210E7126773172BDD4A9AE3,5.889098359880518,0.5,0.07390897134867004,main-A1-F1-P0.50-Z2-N0-S1005,8000,1005,13.640911583288482,0.0,0.0,0.0,0,PASS,0,F1
2,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,2,5,,,,,,,,,0.07708075046539306,0.25173282623262216,E2B631438A78EC1862EB7CE4BC3A35CFB6DE8111E9D5F31FB6BFA51366FD92C7,-7.751813223407963,main,N0,2,07C67F896DF75AE7CFB4B6301652A0180F7523D02032AF7DD28BED60896E89B0,8.805482136711557,0.5,0.05282967865744091,main-A2-F1-P0.50-Z2-N0-S1005,8000,1005,16.557295360119518,1.0,0.0,0.0,0,PASS,160,F1
3,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,3,5,,,,,,,,,0.07492706775665284,0.2517200469967823,E2B631438A78EC1862EB7CE4BC3A35CFB6DE8111E9D5F31FB6BFA51366FD92C7,-7.751813223407963,main,N0,2,E07EC31BDF893BD0AAEB95C97FFC4409C9324AAD19D38BA5AB4936602EB69C8B,8.809747680805474,0.5,0.05280374095739646,main-A3-F1-P0.50-Z2-N0-S1005,8000,1005,16.561560904213437,0.137375,0.0375,0.825125,5,PASS,33,F1
0,outputs\phase4_host\batches\main_F1_P050_Z2_N0.npz,0,6,,,,,,,,,1.0,1.0,BCF43DDAC5A29B2A46A49E4B05B886BE32CD5BE4DD45BD46C937C6888CBEDD9C,-7.749251621822356,main,N0,2,D20B8224670FBBD98F1C28CD0F7C6DCACF5E126E4959913FB607E86BC21F0206,-5.431467408109246,0.5,0.27209806057929375,main-A0-F1-P0.50-Z2-N0-S1006,8000,1006,2.3177842137131104,0.0,0.0,0.0,0,PASS,0,F1
